,first_name,last_name,city,postcode,age,income,phone_number
409,Zbigniewa,Sokołowska,Szamotuły,64-330,31,8854.50,699915901
410,Filomena,Urbańska,Gniezno,61-155,48,10541.60,532443840
411,Seweryna,Zawadzka,Ostrów Wielkopolski,62-020,22,7960.62,739728913
412,Iwona,Walczak,Konin,60-709,79,5205.16,795689149
413,Ida,Wysocka,Kalisz,63-642,30,7677.88,887583042
414,Halina,Czerwińska,Kalisz,60-245,39,11854.94,664733475
415,Alfreda,Szymczak,Poznań,60-113,82,7204.85,452857750
416,Marta,Nowicka,Poznań,61-047,62,9923.68,573895043
417,Mirela,Nowakowska,Kalisz,61-469,19,5519.34,668055137
418,Wioletta,Wilk,Poznań,62-600,18,6915.83,502426914
419,Adolfina,Zakrzewska,Szamotuły,61-611,60,8239.13,535192030
420,Klementyna,Sokołowska,Poznań,61-632,43,7794.66,662739120
421,Ewa,Malinowska,Poznań,60-330,33,5467.22,579387315
422,Krystyna,Maciejewska,Gniezno,61-155,68,5380.97,661546577
423,Stanisława,Kucharska,Poznań,60-463,37,8976.57,724373232
424,Rita,Król,Piła,63-940,67,9383.10,790409631
425,Augustyna,Kucharska,Gniezno,60-740,49,10024.29,539683139
426,Ilona,Cieślak,Poznań,63-760,33,10607.86,506996915
427,Ala,Bąk,Gniezno,61-662,29,7269.24,661983281
428,Marianna,Szymańska,Kalisz,61-743,37,6377.60,530976157
429,Augustyna,Maciejewska,Gniezno,61-541,20,9701.98,575528444
430,Wielisława,Wiśniewska,Piła,60-802,43,8426.14,669884772
431,Konstancja,Pawłowska,Gniezno,60-788,92,5035.09,519517096
432,Balbina,Baranowska,Kalisz,61-874,86,4932.73,737693130
433,Andżelika,Duda,Leszno,60-149,49,7983.86,666103474
434,Małgorzata,Górecka,Gniezno,62-586,65,6645.45,660698804
435,Sylwia,Zawadzka,Szamotuły,60-801,65,6947.14,665539962
436,Czesława,Głowacka,Kalisz,60-307,86,9145.07,507098476
437,Adelajda,Michalska,Gniezno,60-284,37,8518.07,536639676
438,Eufemia,Wojciechowska,Konin,64-730,42,9659.75,577125331
439,Lucja,Zawadzka,Gniezno,60-863,43,3136.93,733024471
440,Ala,Jakubowska,Ostrów Wielkopolski,60-182,21,7506.80,883550386
441,Bronisława,Bednarska,Poznań,62-100,44,8389.38,504041669
442,Leonia,Domańska,Poznań,62-782,90,3946.83,738638190
443,Aneta,Brzezińska,Kalisz,60-373,93,5690.21,534444073
444,Julia,Górecka,Konin,61-663,27,5319.03,514098679
445,Bogna,Olszewska,Kalisz,60-321,56,7043.40,665480258
446,Leona,Witkowska,Poznań,61-223,49,10255.71,720721019
447,Amelia,Młynarczyk,Konin,61-411,58,11045.18,502433530
448,Jolanta,Pietrzak,Kalisz,60-306,63,5371.42,737319771
449,Amelia,Górecka,Kalisz,61-541,20,8053.11,518338786
450,Helena,Szymczak,Gniezno,61-245,87,8117.60,736187761
451,Alojza,Pawłowska,Gniezno,60-790,98,7775.25,794165001
452,Bogna,Wasilewska,Kalisz,64-840,72,7797.96,790913790
453,Emilia,Włodarczyk,Gniezno,63-210,72,7607.49,534672006
454,Iwona,Kołodziejska,Kalisz,61-885,61,10375.14,574615247
455,Zdzisława,Cieślak,Kalisz,61-462,45,9204.93,663556311
456,Leona,Jabłońska,Kalisz,61-770,30,4879.69,506807782
457,Leonarda,Lis,Poznań,61-707,66,8591.44,507296486
458,Ingeborga,Wójcik,Leszno,62-261,22,8784.75,698868530
459,Luba,Kubicka,Kalisz,61-478,86,7629.93,662226716
460,Edwarda,Szulc,Piła,60-568,53,9262.85,570090070
461,Marzena,Nowakowska,Gniezno,61-475,52,7376.15,538377949
462,Iza,Dąbrowska,Poznań,64-720,45,7400.94,725251635
463,Walentyna,Kowalska,Kalisz,60-226,97,7242.48,575274763
464,Klaudia,Rutkowska,Poznań,61-397,32,2963.51,608164979
465,Erna,Sadowska,Gniezno,61-481,30,6839.20,797823300
466,Sonia,Lewandowska,Piła,61-047,32,5663.50,604284119
467,Gabryela,Jabłońska,Kalisz,60-247,72,4627.10,517343251
468,Leokadia,Stępieńska,Kalisz,60-263,99,9868.04,730045336
469,Eryka,Dudek,Leszno,61-845,37,8008.42,517780881
470,Anita,Wojciechowska,Konin,60-548,92,6940.34,782443341
471,Albina,Dąbrowska,Piła,60-562,41,5870.39,574686013
472,Władysława,Cieślicka,Gniezno,60-782,71,7592.34,724502822
473,Monika,Mazurska,Kalisz,60-475,21,8982.87,885967270
474,Michalina,Michalska,Konin,60-782,59,5346.07,693435714
475,Apolonia,Michalak,Poznań,60-536,72,6990.34,606661708
476,Ludmiła,Lis,Poznań,61-552,62,8736.13,732683730
477,Amelia,Zielińska,Poznań,61-716,38,3128.00,787422744
478,Leontyna,Malinowska,Konin,61-758,86,6884.86,665580075
479,Marzanna,Makowska,Szamotuły,60-805,98,6141.42,799753605
480,Romualda,Laskowska,Kalisz,60-553,56,6732.34,791328796
481,Franciszka,Brzezińska,Poznań,61-295,70,5996.74,450854915
482,Elfryda,Pawlicka,Poznań,61-576,83,7275.25,605573880
483,Izabella,Jabłońska,Leszno,60-803,38,10847.25,886644458
484,Ewa,Przybylska,Piła,61-288,89,6352.16,458842818
485,Kamila,Bednarska,Konin,61-395,41,7583.42,537997558
486,Albina,Zawadzka,Gniezno,61-218,82,10989.49,537035882
487,Zuzanna,Majewska,Gniezno,61-387,27,5899.97,510196444
488,Edwarda,Wilk,Poznań,62-320,42,10629.35,664611513
489,Wioleta,Makowska,Kalisz,60-683,62,7010.65,577902263
490,Domicela,Brzezińska,Szamotuły,60-848,61,10563.79,669705705
491,Sonia,Urbaniak,Konin,64-700,88,8500.40,694494544
492,Jarosława,Rutkowska,Poznań,61-625,100,7614.22,720328510
493,Izabella,Szymańska,Szamotuły,61-019,27,6868.74,451863798
494,Benigna,Lewandowska,Piła,62-001,40,5751.92,735328670
495,Nadzieja,Przybylska,Kalisz,61-531,47,7151.58,690077445
496,Hildegarda,Wasilewska,Kalisz,61-321,57,8794.72,508396899
497,Eulalia,Piotrowska,Poznań,61-414,59,6973.78,792895594
498,Izabella,Kołodziejska,Piła,60-438,88,6366.75,503985639
499,Dominika,Sadowska,Kalisz,61-622,81,6498.43,728374585
500,Olimpia,Sadowska,Poznań,60-502,20,8984.95,721068265
501,Alojza,Zając,Gniezno,60-818,55,9450.32,535405024
502,Emma,Kubicka,Szamotuły,64-840,69,5665.70,458677438
503,Salomea,Lewandowska,Piła,61-127,56,5662.82,669668642
504,Eliza,Tomczak,Leszno,61-327,29,7758.72,453303182
505,Sylwestra,Michalak,Poznań,60-812,51,10055.06,454522960
506,Izabella,Szczepańska,Szamotuły,60-665,52,9291.98,452074891
507,Magda,Maj,Szamotuły,61-519,33,4496.30,884420675
508,Marzenna,Górska,Kalisz,61-226,80,6471.85,722416624
509,Mirosława,Szczepańska,Kalisz,60-209,44,5138.79,795188470
510,Agnieszka,Czerwińska,Konin,61-832,66,6464.97,732186573
511,Wirginia,Górecka,Konin,61-302,60,10208.82,733078851
512,Marianna,Pietrzak,Poznań,61-879,90,4154.80,451330486
513,Adela,Szewczyk,Poznań,61-852,28,3762.27,668805516
514,Izabella,Wilczyńska,Poznań,61-734,27,5342.89,725834506
515,Emilia,Kaczmarska,Piła,61-409,43,7574.62,796190725
516,Izabella,Czajka,Poznań,61-019,53,8241.51,666267477
517,Amalia,Włodarczyk,Poznań,63-002,42,7874.90,794145858
518,Elżbieta,Duda,Kalisz,60-763,81,9351.37,607575411
519,Blanka,Górecka,Poznań,61-425,38,3473.83,727743922
520,Hermina,Kamińska,Poznań,60-725,25,9376.67,505470434
521,Izabella,Młynarczyk,Kalisz,61-644,52,6375.81,793812743
522,Mariola,Wieczorek,Konin,63-450,81,8462.99,577232018
523,Daria,Szulc,Kalisz,60-407,88,4353.15,721817387
524,Władysława,Sokołowska,Piła,60-694,78,7009.91,883316225
525,Izabella,Dudek,Poznań,60-536,64,7472.54,510197626
526,Heronima,Krawczyk,Piła,63-440,77,9311.50,880809409
527,Józefina,Makowska,Piła,63-940,74,3829.49,579353007
528,Konstancja,Domańska,Piła,61-575,37,7061.51,734367097
529,Zenona,Kaczmarska,Kalisz,60-642,63,4829.53,781526191
530,Adrianna,Kaźmierczak,Kalisz,62-862,81,8010.99,570182817
531,Zinaida,Czerwińska,Kalisz,62-235,44,8554.43,605141471
532,Izabella,Nowicka,Gniezno,60-616,72,9574.34,510332115
533,Ruta,Sokołowska,Poznań,64-530,57,5929.94,504634760
534,Barbara,Brzezińska,Szamotuły,61-295,59,8854.45,664237045
535,Justyna,Malinowska,Kalisz,61-485,25,9721.80,507244975
536,Eliza,Szymańska,Gniezno,60-104,73,3713.51,506013391
537,Eugenia,Szewczyk,Konin,60-854,89,8224.69,515359259
538,Izabela,Tomczak,Poznań,69-921,30,8917.02,504185718
539,Magda,Maciejewska,Kalisz,60-252,48,6482.55,503918010
540,Elza,Tomczak,Kalisz,61-680,22,4578.45,691447030
541,Irmina,Jakubowska,Konin,60-765,20,8885.91,791723842
542,Andżelika,Król,Leszno,61-676,99,4600.98,880007269
543,Elza,Dudek,Poznań,60-012,58,6643.30,661775359
544,Bogumiła,Majewska,Kalisz,60-309,47,6919.75,579523257
545,Julianna,Kucharska,Konin,60-613,41,8431.08,722242921
546,Izabella,Jakubowska,Szamotuły,60-628,98,5746.74,666481130
547,Joanna,Szewczyk,Poznań,61-894,39,5630.83,508220272
548,Laura,Kowalewska,Leszno,63-524,78,7197.83,794447522
549,Teodozja,Kaczmarska,Leszno,61-615,41,9012.78,723247399
550,Kinga,Czerwińska,Kalisz,61-637,24,11574.90,730177638
551,Leokadia,Lis,Kalisz,60-783,74,3985.04,538553783
552,Sabina,Kaźmierczak,Kalisz,60-332,18,7630.68,798497272
553,Aniceta,Kubicka,Szamotuły,60-723,73,4826.93,504377807
554,Grażyna,Jakubowska,Leszno,60-232,39,9037.62,578621152
555,Natalia,Szulc,Gniezno,61-493,79,5122.91,783466772
556,Eleonora,Wiśniewska,Poznań,60-683,81,5650.70,600982966
557,Arleta,Mazurska,Poznań,61-745,77,5821.46,506858273
558,Elfryda,Rutkowska,Konin,61-052,20,6847.60,698880078
559,Marzenna,Wasilewska,Poznań,60-715,76,7646.40,785540851
560,Renata,Zielińska,Kalisz,61-309,99,7967.40,516813100
561,Wiktoria,Pawłowska,Gniezno,60-693,38,6988.46,734022427
562,Estera,Wilczyńska,Gniezno,61-710,40,4340.22,500957693
563,Luba,Witkowska,Kalisz,62-710,85,8455.57,730527097
564,Sonia,Szymczak,Kalisz,61-854,31,6894.08,782814404
565,Tekla,Maj,Konin,61-524,72,9323.47,797172340
566,Ludomira,Bąk,Poznań,61-632,80,5584.52,726810984
567,Urszula,Andrzejewska,Poznań,60-639,21,3795.45,605835941
568,Izabella,Makowska,Gniezno,61-575,63,6931.95,532112957
569,Tamara,Mazurska,Ostrów Wielkopolski,60-257,65,9591.91,514907444
570,Izabella,Kwiatkowska,Poznań,61-421,43,7321.88,785740170
571,Estera,Olszewska,Kalisz,62-053,90,6600.66,726531266
572,Bolesława,Nowicka,Gniezno,60-257,31,5259.31,729271317
573,Wilhelmina,Urbańska,Piła,60-558,48,10515.53,602958430
574,Ala,Cieślicka,Kalisz,60-284,88,4940.79,459629703
575,Adelajda,Głowacka,Kalisz,60-419,34,5549.21,506319287
576,Serafina,Szymczak,Gniezno,61-537,85,8140.07,666959797
577,Elfryda,Walczak,Piła,60-169,24,3287.96,604186566
578,Ala,Zielińska,Poznań,61-386,58,9549.18,798477295
579,Izabella,Wawrzyniak,Szamotuły,62-571,24,8248.39,693675356
580,Kornelia,Wilczyńska,Poznań,61-425,74,8798.46,500385438
581,Eliza,Kowalewska,Piła,61-478,83,8116.23,734694303
582,Lucyna,Kulesza,Poznań,60-461,88,6677.75,456598487
583,Zenobia,Kaczmarek,Poznań,61-334,98,4873.70,736924164
584,Ksenia,Pawłowska,Poznań,61-728,73,6719.85,798615148
585,Lucja,Wojciechowska,Konin,61-501,81,5049.53,501434738
586,Gabriela,Kozłowska,Leszno,60-434,59,7972.31,660079622
587,Izabella,Olszewska,Poznań,60-642,93,8613.56,534141550
588,Aneta,Kaźmierczak,Konin,61-456,71,9953.62,511909515
589,Jadwiga,Dudek,Konin,60-232,90,7743.54,662967017
590,Sława,Górecka,Gniezno,61-509,37,8849.15,735944727
591,Julianna,Borkowska,Piła,60-306,59,6405.71,730424895
592,Brygida,Włodarczyk,Gniezno,61-513,78,6043.45,735604874
593,Teofila,Kulesza,Poznań,63-760,35,7947.34,883431814
594,Anna,Urbańska,Leszno,62-820,35,6227.05,537962461
595,Michalina,Sikora,Piła,61-895,98,7538.37,721375410
596,Domicela,Grabowska,Poznań,61-646,54,4877.62,534197529
597,Leontyna,Dudek,Konin,61-672,33,5236.74,455628792
598,Leona,Tomczak,Szamotuły,61-816,45,8270.82,603639503
599,Amelia,Kaczmarek,Szamotuły,60-547,51,8773.38,720774638
600,Elwira,Witkowska,Konin,60-224,69,5028.69,785972159
601,Raisa,Domańska,Gniezno,62-003,94,8341.23,502828956
602,Modesta,Sawicka,Konin,60-688,99,5934.53,600297907
603,Maja,Tomczak,Gniezno,77-470,71,7033.01,663042080
604,Adolfa,Jakubowska,Poznań,61-764,75,9833.89,691633714
605,Marcela,Kalinowska,Poznań,64-707,44,8614.97,888768116
606,Celestyna,Zając,Kalisz,62-080,88,8591.74,888101787
607,Mirosława,Kaczmarek,Poznań,60-144,36,10817.58,698210517
608,Irmgarda,Lewandowska,Gniezno,64-224,27,5592.24,533082974
609,Nina,Lewandowska,Leszno,60-012,98,5028.25,734815236
610,Bernarda,Jasińska,Piła,61-151,89,5555.76,725544556
611,Jarosława,Szymańska,Piła,60-304,43,6491.00,739904006
612,Julitta,Szulc,Kalisz,61-037,73,2290.90,517534442
613,Edmunda,Kubicka,Gniezno,61-683,56,6585.14,574336244
614,Aldona,Urbańska,Leszno,61-007,44,5910.86,451899575
615,Leonia,Górska,Kalisz,61-249,42,8567.52,793926249
616,Hanka,Adamska,Poznań,60-374,29,7704.84,450264109
617,Izabella,Olszewska,Piła,62-436,63,5798.61,531945826
618,Henryka,Zielińska,Piła,60-282,55,8179.92,723553548
619,Helena,Baranowska,Piła,61-841,60,8446.53,604795259
620,Wincentyna,Górska,Piła,61-051,36,5462.91,576205706
621,Karina,Michalska,Szamotuły,60-208,95,6013.95,666306900
622,Jagoda,Tomczak,Poznań,60-568,70,2549.27,735055103
623,Liliana,Cieślak,Szamotuły,61-571,92,4818.68,888544418
624,Bibianna,Kucharska,Kalisz,61-206,27,5515.06,726635405
625,Romualda,Szewczyk,Konin,60-791,69,7148.33,790220044
626,Hieronima,Kubicka,Kalisz,61-675,88,5109.23,515193394
627,Renata,Gajewska,Leszno,61-213,45,5973.10,530941192
628,Irmina,Górecka,Leszno,61-123,34,4549.34,539582486
629,Augustyna,Kwiatkowska,Poznań,62-105,40,7342.23,609914069
630,Sława,Makowska,Poznań,63-421,40,7851.43,451177377
631,Roma,Wasilewska,Kalisz,61-842,55,7804.73,798063605
632,Ewa,Rutkowska,Piła,60-867,45,7024.72,660370005
633,Izabella,Sobczak,Kalisz,60-504,40,3917.85,697479721
634,Bożena,Zawadzka,Kalisz,60-848,71,5760.09,731821363
635,Józefa,Laskowska,Konin,62-650,22,6185.39,797545755
636,Blandyna,Kulesza,Konin,61-542,46,6193.41,736076513
637,Lubomira,Wiśniewska,Poznań,77-420,75,7149.96,573342808
638,Konstancja,Jankowska,Piła,61-511,32,9851.08,889865626
639,Adamina,Stępieńska,Poznań,60-748,36,8624.19,577502498
640,Bogdana,Szewczyk,Gniezno,60-205,34,5024.96,880926236
641,Augustyna,Cieślak,Gniezno,62-067,18,8356.81,519467129
642,Bożena,Majewska,Kalisz,61-529,57,8280.60,799626506
643,Natalia,Górecka,Piła,63-023,21,5387.87,539408731
644,Amelia,Dąbrowska,Leszno,63-600,40,8697.73,698338961
645,Cyryla,Maj,Piła,61-409,100,6679.25,457822660
646,Krystyna,Kamińska,Gniezno,60-345,93,4180.09,696411747
647,Sławomira,Szymczak,Gniezno,60-433,36,7910.41,884357561
648,Florentyna,Witkowska,Gniezno,60-148,43,7433.92,578341311
649,Halina,Tomaszewska,Piła,61-628,56,6544.64,455795287
650,Waleria,Kaczmarek,Ostrów Wielkopolski,60-241,87,6925.09,885221028
651,Stella,Kalinowska,Konin,62-330,84,5561.83,459175080
652,Tekla,Jasińska,Piła,60-262,28,8220.26,724912715
653,Celina,Czerwińska,Gniezno,62-302,28,6913.10,693105230
654,Narcyza,Wysocka,Konin,60-277,52,7332.90,577064258
655,Izabella,Kulesza,Szamotuły,63-708,89,7714.28,576888823
656,Narcyza,Głowacka,Konin,62-420,90,4690.83,784703840
657,Walentyna,Walczak,Kalisz,60-506,27,5211.43,882084517
658,Patrycja,Kulesza,Poznań,61-664,65,2580.11,576116175
659,Romana,Baranowska,Poznań,62-600,31,8129.48,727335044
660,Julia,Duda,Piła,64-962,74,4575.58,883901865
661,Alojza,Przybylska,Konin,61-715,93,7265.14,697558037
662,Agata,Szymańska,Konin,61-682,55,7741.98,789318647
663,Renata,Górska,Poznań,61-223,25,8204.71,739826418
664,Izabella,Witkowska,Kalisz,60-135,65,4591.97,668584859
665,Bernardyna,Walczak,Gniezno,60-512,51,6869.68,734238747
666,Prakseda,Walczak,Piła,64-918,84,10340.56,787869614
667,Zbigniewa,Jabłońska,Poznań,61-160,46,10428.63,513375907
668,Felicja,Bednarska,Kalisz,60-406,90,8974.65,780043133
669,Bożenna,Wasilewska,Konin,60-825,40,7674.99,735966192
670,Magdalena,Kaźmierczak,Kalisz,60-363,31,4989.79,661945162
671,Lilla,Pawłowska,Konin,61-022,43,8437.24,787685538
672,Zbigniewa,Szulc,Konin,60-237,21,6683.96,882539168
673,Erna,Czerwińska,Konin,60-336,41,8121.06,536435796
674,Lilia,Szymańska,Kalisz,61-477,72,5734.31,693954823
675,Izabella,Wojciechowska,Kalisz,61-661,30,6654.13,737680666
676,Fryderyka,Stępieńska,Konin,60-284,27,7328.29,889580672
677,Melania,Lis,Piła,60-819,29,7492.56,785684709
678,Monika,Wawrzyniak,Gniezno,60-209,24,7987.45,733516066
679,Izabella,Młynarczyk,Leszno,63-630,90,5841.61,669047304
680,Dorota,Szczepańska,Gniezno,61-375,95,4313.43,602238338
681,Sylwia,Tomczak,Piła,63-000,22,10249.57,571707518
682,Janina,Szewczyk,Poznań,60-523,80,11978.51,608176594
683,Marlena,Kamińska,Kalisz,60-647,78,7894.84,692683127
684,Leontyna,Czarnecka,Leszno,62-710,100,4352.02,693086538
685,Izabella,Jakubowska,Gniezno,64-410,47,5453.61,881891233
686,Aurelia,Michalak,Poznań,60-339,41,8018.24,799296053
687,Heronima,Michalak,Gniezno,61-816,55,9682.23,514804069
688,Mirella,Ostrowska,Poznań,61-037,88,4574.22,690026881
689,Tamara,Kucharska,Kalisz,60-408,78,6751.33,669280295
690,Honorata,Szymczak,Szamotuły,62-682,57,7391.86,734852067
691,Ida,Witkowska,Konin,61-002,38,8729.16,606489574
692,Celina,Jankowska,Piła,64-150,78,6312.80,516996091
693,Izabella,Szczepańska,Ostrów Wielkopolski,60-762,88,3872.37,798977580
694,Serafina,Sawicka,Piła,61-403,51,8242.40,576915179
695,Eliza,Michalska,Poznań,60-519,73,9249.59,603183823
696,Amalia,Gajewska,Piła,60-245,51,6834.82,575660491
697,Patrycja,Szymczak,Poznań,62-840,57,7810.48,515969743
698,Jarosława,Zając,Konin,63-820,61,6051.02,664167881
699,Walentyna,Stępieńska,Piła,60-532,82,5308.45,530605404
700,Alfreda,Witkowska,Gniezno,61-673,98,9052.85,726776092
701,Izabella,Zawadzka,Kalisz,60-141,54,7774.99,663321331
702,Bronisława,Krajewska,Konin,60-824,46,7980.74,579444173
703,Jowita,Przybylska,Piła,61-229,49,10004.23,532081428
704,Ludwika,Makowska,Gniezno,62-640,29,4890.32,881473002
705,Wiera,Zawadzka,Konin,63-921,42,5895.95,695978282
706,Hieronima,Cieślak,Piła,60-312,25,7315.87,739615962
707,Ingeborga,Laskowska,Poznań,61-209,53,5871.37,795340930
708,Nina,Wawrzyniak,Poznań,60-548,32,8566.27,889357071
709,Elwira,Kamińska,Kalisz,61-367,46,6625.20,505247297
710,Józefina,Szymczak,Szamotuły,61-643,83,5014.93,538821530
711,Blandyna,Kubicka,Poznań,61-414,38,7131.54,880292387
712,Berta,Zawadzka,Poznań,61-886,68,7340.68,699199185
713,Modesta,Wieczorek,Poznań,61-407,92,8869.36,735015239
714,Benigna,Kaźmierczak,Piła,61-615,64,7786.28,533155553
715,Zdzisława,Szulc,Poznań,61-562,34,7922.29,783705038
716,Wiera,Kozłowska,Kalisz,61-355,46,7640.58,505879194
717,Hanna,Pawłowska,Ostrów Wielkopolski,61-502,66,6623.55,535715023
718,Jarosława,Sadowska,Poznań,61-763,60,5567.56,507225959
719,Radosława,Urbańska,Kalisz,60-618,30,7577.68,792606830
720,Dominika,Andrzejewska,Kalisz,61-115,55,6333.75,888047580
721,Teodozja,Głowacka,Gniezno,60-716,63,10379.65,723187877
722,Ewa,Sokołowska,Konin,61-612,40,9684.36,501621849
723,Natasza,Olszewska,Konin,60-534,68,8265.68,880466321
724,Hanna,Mazurska,Poznań,61-537,24,7756.93,451022842
725,Helena,Borkowska,Gniezno,61-494,46,6824.08,790681745
726,Wiktoria,Kołodziejska,Gniezno,61-837,84,4477.75,783365229
727,Alicja,Wasilewska,Poznań,60-151,39,6567.66,661144483
728,Teodora,Baranowska,Konin,61-307,68,7202.80,608011792
729,Donata,Kulesza,Piła,61-412,52,7458.91,883437682
730,Zenona,Wójcik,Poznań,61-765,44,7939.07,729530721
731,Stanisława,Bednarska,Leszno,61-713,93,8842.66,454627874
732,Alina,Szewczyk,Kalisz,60-822,46,5615.69,884463503
733,Izabella,Jasińska,Leszno,60-834,37,5633.85,695113926
734,Urszula,Wasilewska,Leszno,64-552,93,9901.71,737379990
735,Balbina,Szewczyk,Konin,61-857,79,8541.96,732959895
736,Antonina,Wilczyńska,Poznań,60-166,74,6218.46,663875126
737,Pelagia,Głowacka,Kalisz,61-344,22,6785.58,517390088
738,Izabella,Młynarczyk,Gniezno,61-486,29,6794.57,514911151
739,Anastazja,Szymańska,Kalisz,60-552,70,7063.15,509743495
740,Maria,Jankowska,Poznań,64-918,35,7945.37,578397467
741,Alina,Jabłońska,Piła,62-104,37,12069.99,606248771
742,Kalina,Andrzejewska,Poznań,61-625,82,7379.51,737738091
743,Maria,Zając,Gniezno,60-709,41,8325.20,505387511
744,Eryka,Sokołowska,Konin,64-115,24,3627.05,538418728
745,Karina,Przybylska,Gniezno,61-318,21,6030.20,886392740
746,Izabella,Szczepańska,Poznań,60-157,54,9457.63,609710670
747,Hildegarda,Młynarczyk,Poznań,61-658,69,7804.63,510736447
748,Marcela,Makowska,Kalisz,60-263,89,-1778.23,792252938
749,Wirginia,Maciejewska,Poznań,64-231,27,8348.05,570455932
750,Bernadeta,Rutkowska,Poznań,63-740,34,10836.33,735457063
751,Izabella,Górecka,Gniezno,60-709,61,3008.18,883640281
752,Alfreda,Wilczyńska,Piła,60-568,48,10038.78,795860266
753,Gizela,Tomczak,Poznań,61-397,58,1456.09,510063022
754,Gerda,Kołodziejska,Piła,60-601,94,8876.00,573467437
755,Natalia,Ostrowska,Gniezno,60-332,63,6982.70,883212853
756,Izabella,Domańska,Piła,60-177,52,2300.06,572768436
757,Wielisława,Zakrzewska,Gniezno,60-209,99,7892.28,794281673
758,Bożena,Wilk,Gniezno,61-752,23,9301.68,600393807
759,Leonarda,Wiśniewska,Kalisz,64-542,94,7727.77,578516474
760,Helga,Kowalska,Gniezno,61-880,59,8169.66,784907954
761,Leokadia,Dudek,Szamotuły,60-303,59,6176.65,514267386
762,Bożena,Górska,Poznań,64-111,94,3277.22,606204560
763,Magdalena,Cieślak,Leszno,60-151,60,8383.73,538963480
764,Ksenia,Czarnecka,Poznań,62-613,54,10499.51,735314490
765,Barbara,Brzezińska,Szamotuły,61-476,40,9259.16,453224573
766,Agata,Zawadzka,Konin,60-712,72,3024.25,576920883
767,Halina,Bąk,Gniezno,60-322,65,3970.21,666591555
768,Alina,Czerwińska,Piła,61-162,36,5308.06,539350748
769,Amelia,Urbańska,Ostrów Wielkopolski,61-101,76,3814.05,450969167
770,Alfreda,Ostrowska,Poznań,61-773,71,7088.38,734766065
771,Matylda,Szymańska,Gniezno,61-835,51,7786.83,888606537
772,Patrycja,Piotrowska,Piła,61-224,18,4139.49,536187262
773,Ala,Wieczorek,Poznań,61-532,55,8554.26,663412515
774,Krystyna,Przybylska,Gniezno,61-479,18,8202.21,605600095
775,Narcyza,Michalska,Konin,60-654,24,5903.68,782196376
776,Amelia,Sokołowska,Kalisz,61-294,53,6654.96,794062085
777,Eugenia,Maciejewska,Kalisz,62-619,25,3100.40,571419569
778,Konstancja,Kołodziejska,Poznań,61-413,41,6335.48,535739410
779,Hermina,Majewska,Poznań,61-837,72,7014.77,798390232
780,Róża,Dudek,Poznań,63-750,43,7337.50,514588451
781,Ksenia,Szymczak,Poznań,61-573,100,7757.75,737964953
782,Marlena,Jaworska,Kalisz,61-761,93,7488.48,691314561
783,Maryla,Domańska,Konin,60-101,66,6471.31,790281100
784,Edmunda,Jankowska,Poznań,60-731,97,7572.39,577162626
785,Izabella,Walczak,Gniezno,61-752,89,9004.06,737208063
786,Irma,Kowalska,Gniezno,61-834,44,6809.00,666941980
787,Izabella,Sikorska,Kalisz,60-185,79,7635.19,605311325
788,Sylwestra,Wasilewska,Szamotuły,60-341,29,6627.66,794053673
789,Daria,Bąk,Konin,61-285,74,5706.48,788600298
790,Mieczysława,Szulc,Piła,60-003,58,8045.76,508811105
791,Marzanna,Kaźmierczak,Poznań,60-288,19,5889.55,664111659
792,Izabella,Głowacka,Gniezno,63-800,40,7772.29,452769243
793,Katarzyna,Sobczak,Ostrów Wielkopolski,63-940,96,7056.51,784234366
794,Halina,Witkowska,Piła,60-802,44,6392.13,723209658
795,Izabella,Kaźmierczak,Kalisz,61-147,33,6343.71,602125163
796,Janina,Olszewska,Kalisz,61-138,33,5983.76,793065110
797,Izabela,Kamińska,Konin,61-454,57,3708.40,734372063
798,Benedykta,Nowicka,Gniezno,60-504,87,7765.79,784260843
799,Bogna,Pietrzak,Gniezno,60-201,80,7463.09,515010744
800,Olimpia,Pawłowska,Ostrów Wielkopolski,62-230,54,8699.34,576554248
801,Izabella,Pietrzak,Kalisz,62-307,35,5937.09,781661443
802,Diana,Czerwińska,Poznań,60-266,22,10790.77,889252318
803,Anetta,Sobczak,Kalisz,63-040,56,6240.53,795384524
804,Czesława,Sawicka,Poznań,62-260,85,5249.78,503270006
805,Marta,Sikorska,Poznań,62-406,78,5012.63,454823079
806,Inga,Bąk,Leszno,61-168,52,3532.16,500759022
807,Emilia,Maciejewska,Gniezno,61-066,67,10065.26,797460414
808,Eryka,Kwiatkowska,Poznań,61-764,54,9742.13,729615791
809,Ludwina,Bąk,Poznań,61-492,65,8201.49,885613769
810,Krystyna,Głowacka,Poznań,60-814,60,5207.82,530463511
811,Elżbieta,Lis,Piła,62-035,74,10622.54,504011533
812,Ludwina,Szczepańska,Gniezno,60-804,60,6296.56,601057254
813,Tatiana,Jakubowska,Poznań,62-650,95,6461.95,514709179
814,Czesława,Urbańska,Poznań,60-533,53,9874.52,883985225
815,Ida,Nowicka,Kalisz,60-434,19,8317.82,660102423
816,Larysa,Szulc,Leszno,60-527,37,11402.21,604376893
817,Eliza,Makowska,Kalisz,60-212,59,7497.44,604979570
818,Amelia,Michalak,Konin,61-233,62,6205.94,532780577
819,Julia,Pawłowska,Szamotuły,61-579,63,5776.39,601119537
