rec-id,given-name,second-name,surname,telephone-number,birthday_year
rec-196-org,Rita,Cyryla,Jabłońska,533555439,27/09/1982
rec-197-org,Bożena,Bernardeta,Laskowska,785739930,13/06/1990
rec-198-dup-0,Eryka,Głowacka,Lubomira,,29/05/1908
rec-198-dup-1,Eryka,Głowacka,Lubomira,724085887,29/05/1908
rec-198-dup-2,Głowacka,Eryka,Lubomira,724085887,29/05/1908
rec-198-org,Eryka,Lubomira,Głowacka,724085887,29/05/1980
rec-199-org,Lila,Malwina,Michalska,721128801,25/11/1961
rec-200-dup-0,Florentyna,Walentyna,Czarnecka,,02/02/1993
rec-200-dup-1,Czarnecka,Florentyna,Walentyna,538612075,02/02/1993
rec-200-org,Walentyna,Florentyna,Czarnecka,538612075,02/02/1939
rec-201-dup-0,Olszewska,Magda,Erika,509346676,13/01/1977
rec-201-org,Magda,Erika,Olszewska,509346676,13/01/1977
rec-202-org,Izydora,Dominika,Wieczorek,459190158,10/11/1950
rec-203-dup-0,Laura,Izabella,Zakrzewska,,13/12/1916
rec-203-org,Izabella,Laura,Zakrzewska,887660728,13/12/1961
rec-204-dup-0,Czajka,Gertruda,Nadzieja,,20/10/1904
rec-204-org,Nadzieja,Gertruda,Czajka,514508821,20/10/1940
rec-205-org,Ligia,Kunegunda,Górecka,504353682,20/04/1956
rec-206-org,Berta,Wiesława,Laskowska,519087814,04/05/1990
rec-207-dup-0,Narcyza,Izabella,Walczak,,16/06/2050
rec-207-org,Narcyza,Izabella,Walczak,605231491,16/06/2005
rec-208-org,Wirginia,Jowita,Przybylska,784929955,01/03/2011
rec-209-org,Stanisława,Gabryela,Pawłowska,796452577,16/05/1977
rec-210-org,Blandyna,Bernarda,Domańska,789142834,03/11/1993
rec-211-org,Stefania,Bożena,Walczak,780996930,29/09/1983
rec-212-dup-0,Danuta,Jaworska,Romana,,03/09/1987
rec-212-dup-1,Romana,Danuta,Jaworska,882563942,03/09/1987
rec-212-org,Romana,Danuta,Jaworska,882563942,03/09/1978
rec-213-dup-0,Maria,Wioletta,Kaczmarek,,22/10/1985
rec-213-dup-1,Wioletta,Maria,Kaczmarek,453928272,22/10/1985
rec-213-dup-2,Wioletta,Kaczmarek,Maria,453928272,22/10/1985
rec-213-org,Wioletta,Maria,Kaczmarek,453928272,22/10/1958
rec-214-dup-0,Zielińska,Lucja,Aleksandra,,17/04/1904
rec-214-dup-1,Lucja,Zielińska,Aleksandra,453731453,17/04/1904
rec-214-org,Lucja,Aleksandra,Zielińska,453731453,17/04/1940
rec-215-org,Albina,Otolia,Cieślak,690051844,06/10/1985
rec-216-dup-0,Kowalska,Magda,Martyna,,16/06/1957
rec-216-dup-1,Kowalska,Magda,Martyna,609184638,16/06/1957
rec-216-dup-2,Martyna,Magda,Kowalska,609184638,16/06/1957
rec-216-org,Martyna,Magda,Kowalska,609184638,16/06/1975
rec-217-dup-0,Adamska,Adamina,Emilia,,06/03/1916
rec-217-dup-1,Adamina,Adamska,Emilia,722723184,06/03/1916
rec-217-org,Adamina,Emilia,Adamska,722723184,06/03/1961
rec-218-dup-0,Głowacka,Rozalia,Aniela,,21/03/1916
rec-218-dup-1,Aniela,Głowacka,Rozalia,503651777,21/03/1916
rec-218-org,Rozalia,Aniela,Głowacka,503651777,21/03/1961
rec-219-org,Anna,Halina,Górecka,452992280,02/03/2004
rec-220-dup-0,Jakubowska,Adriana,Patrycja,,28/08/1987
rec-220-org,Patrycja,Adriana,Jakubowska,726990413,28/08/1978
rec-221-dup-0,Adamina,Czajka,Romana,,11/11/1975
rec-221-dup-1,Czajka,Romana,Adamina,669292984,11/11/1975
rec-221-dup-2,Romana,Czajka,Adamina,669292984,11/11/1975
rec-221-org,Adamina,Romana,Czajka,669292984,11/11/1957
rec-222-dup-0,Izabella,Sobczak,Anita,,22/09/1928
rec-222-dup-1,Sobczak,Izabella,Anita,503662103,22/09/1928
rec-222-org,Izabella,Anita,Sobczak,503662103,22/09/1982
rec-223-org,Ernestyna,Ksenia,Laskowska,502799088,16/02/1994
rec-224-dup-0,Julita,Duda,Mariola,,26/08/1967
rec-224-dup-1,Duda,Julita,Mariola,720686508,26/08/1967
rec-224-org,Mariola,Julita,Duda,720686508,26/08/1976
rec-225-dup-0,Jankowska,Izabella,Andżelika,,10/02/2060
rec-225-dup-1,Jankowska,Andżelika,Izabella,889162473,10/02/2060
rec-225-org,Andżelika,Izabella,Jankowska,889162473,10/02/2006
rec-226-org,Dagmara,Jolanta,Wieczorek,573009818,07/11/1930
rec-227-dup-0,Izabella,Renata,Sadowska,,09/10/1948
rec-227-org,Izabella,Renata,Sadowska,502694486,09/10/1984
rec-228-org,Wioletta,Adela,Pawlicka,728725887,19/05/1964
rec-229-org,Amelia,Bogna,Maciejewska,511372138,26/06/1975
rec-230-org,Tamara,Roma,Pawlak,780260127,03/07/2007
rec-231-dup-0,Wasilewska,Łucja,Teodora,,02/10/1976
rec-231-org,Teodora,Łucja,Wasilewska,601906698,02/10/1967
rec-232-org,Wincenta,Zbigniewa,Maciejewska,690384309,08/12/1981
rec-233-org,Galina,Olimpia,Wawrzyniak,455302146,13/07/1971
rec-234-org,Gerda,Małgorzata,Kucharska,451184895,08/05/1971
rec-235-dup-0,Izabella,Wiesława,Bąk,,10/09/1948
rec-235-dup-1,Izabella,Wiesława,Bąk,669042681,10/09/1948
rec-235-dup-2,Bąk,Izabella,Wiesława,669042681,10/09/1948
rec-235-org,Izabella,Wiesława,Bąk,669042681,10/09/1984
rec-236-dup-0,Szymczak,Longina,Mieczysława,,25/06/1959
rec-236-dup-1,Longina,Szymczak,Mieczysława,578947697,25/06/1959
rec-236-dup-2,Szymczak,Mieczysława,Longina,578947697,25/06/1959
rec-236-org,Longina,Mieczysława,Szymczak,578947697,25/06/1995
rec-237-dup-0,Eugenia,Gerda,Urbańska,,31/07/1979
rec-237-org,Eugenia,Gerda,Urbańska,457141633,31/07/1997
rec-238-dup-0,Maryla,Jarosława,Sawicka,,16/03/1948
rec-238-dup-1,Jarosława,Maryla,Sawicka,454341651,16/03/1948
rec-238-org,Jarosława,Maryla,Sawicka,454341651,16/03/1984
rec-239-org,Stanisława,Marzena,Górecka,734237333,08/04/2002
rec-240-dup-0,Bogusława,Adamczyk,Sabina,,02/09/1959
rec-240-dup-1,Bogusława,Sabina,Adamczyk,602111790,02/09/1959
rec-240-dup-2,Adamczyk,Bogusława,Sabina,602111790,02/09/1959
rec-240-org,Bogusława,Sabina,Adamczyk,602111790,02/09/1995
rec-241-dup-0,Kowalska,Adamina,Dobrosława,,05/10/1947
rec-241-org,Adamina,Dobrosława,Kowalska,607947284,05/10/1974
rec-242-dup-0,Wilczyńska,Eliza,Eliza,,17/12/2041
rec-242-dup-1,Eliza,Wilczyńska,Eliza,698085627,17/12/2041
rec-242-org,Eliza,Eliza,Wilczyńska,698085627,17/12/2014
rec-243-org,Julia,Wincentyna,Pawłowska,450369155,06/05/1987
rec-244-dup-0,Wilczyńska,Alfreda,Łucja,,25/12/1906
rec-244-org,Alfreda,Łucja,Wilczyńska,577955276,25/12/1960
rec-245-org,Izabella,Maria,Wiśniewska,577292931,18/04/1992
rec-246-org,Serafina,Eulalia,Kaźmierczak,512702672,17/11/2020
rec-247-org,Hieronima,Wincentyna,Pawłowska,574890612,16/05/1943
rec-248-dup-0,Ada,Zając,Amelia,,04/07/1917
rec-248-org,Ada,Amelia,Zając,795455884,04/07/1971
rec-249-dup-0,Kornela,Michalina,Zakrzewska,,15/12/1908
rec-249-org,Michalina,Kornela,Zakrzewska,739824558,15/12/1980
rec-250-dup-0,Wilk,Eulalia,Ida,,03/02/1957
rec-250-dup-1,Ida,Wilk,Eulalia,577225699,03/02/1957
rec-250-org,Ida,Eulalia,Wilk,577225699,03/02/1975
rec-251-org,Olimpia,Ryszarda,Stępieńska,605449647,24/06/1996
rec-252-org,Gerda,Mariola,Maciejewska,662202341,04/07/1960
rec-253-dup-0,Andrzejewska,Natalia,Matylda,,21/02/1978
rec-253-dup-1,Matylda,Natalia,Andrzejewska,720068114,21/02/1978
rec-253-org,Natalia,Matylda,Andrzejewska,720068114,21/02/1987
rec-254-org,Leonia,Zenaida,Jakubowska,534722820,28/06/1939
rec-255-dup-0,Helena,Michalak,Ludwika,,24/11/1968
rec-255-dup-1,Michalak,Helena,Ludwika,724872829,24/11/1968
rec-255-org,Helena,Ludwika,Michalak,724872829,24/11/1986
rec-256-org,Małgorzata,Izabella,Kwiatkowska,728457831,14/06/1977
rec-257-dup-0,Borkowska,Eleonora,Krystyna,,31/08/1913
rec-257-org,Krystyna,Eleonora,Borkowska,450825478,31/08/1931
rec-258-org,Anastazja,Klaudia,Brzezińska,886493085,14/09/1959
rec-259-org,Matylda,Sabina,Król,796634163,26/10/1981
rec-260-dup-0,Józefina,Izabella,Bąk,,15/11/1976
rec-260-dup-1,Bąk,Józefina,Izabella,798463122,15/11/1976
rec-260-org,Józefina,Izabella,Bąk,798463122,15/11/1967
rec-261-dup-0,Barbara,Bogdana,Szulc,,06/01/2031
rec-261-dup-1,Barbara,Bogdana,Szulc,799735020,06/01/2031
rec-261-dup-2,Bogdana,Szulc,Barbara,799735020,06/01/2031
rec-261-org,Barbara,Bogdana,Szulc,799735020,06/01/2013
rec-262-org,Bogna,Leonarda,Górska,517031207,10/07/1961
rec-263-org,Bogdana,Dobrosława,Szulc,790512046,06/08/1945
rec-264-org,Julia,Erika,Michalak,451367303,17/02/1978
rec-265-dup-0,Izabella,Wilk,Żaneta,,10/11/1946
rec-265-dup-1,Izabella,Żaneta,Wilk,664520881,10/11/1946
rec-265-org,Izabella,Żaneta,Wilk,664520881,10/11/1964
rec-266-org,Narcyza,Amelia,Michalska,783136502,04/10/1997
rec-267-org,Matylda,Blandyna,Brzezińska,459792513,22/02/1956
rec-268-dup-0,Urbańska,Barbara,Arleta,,26/09/1926
rec-268-org,Barbara,Arleta,Urbańska,450528127,26/09/1962
rec-269-dup-0,Bąk,Magdalena,Amalia,,18/08/1908
rec-269-dup-1,Bąk,Magdalena,Amalia,793065240,18/08/1908
rec-269-org,Magdalena,Amalia,Bąk,793065240,18/08/1980
rec-270-dup-0,Pawlak,Aniela,Lucjanna,,30/10/1966
rec-270-dup-1,Aniela,Lucjanna,Pawlak,693928557,30/10/1966
rec-270-dup-2,Lucjanna,Aniela,Pawlak,693928557,30/10/1966
rec-270-org,Aniela,Lucjanna,Pawlak,693928557,30/10/1966
rec-271-dup-0,Aniceta,Martyna,Wilk,,17/11/1962
rec-271-dup-1,Aniceta,Martyna,Wilk,722744857,17/11/1962
rec-271-dup-2,Martyna,Aniceta,Wilk,722744857,17/11/1962
rec-271-org,Aniceta,Martyna,Wilk,722744857,17/11/1926
rec-272-dup-0,Maria,Sławomira,Pietrzak,,16/11/1995
rec-272-dup-1,Pietrzak,Maria,Sławomira,735935186,16/11/1995
rec-272-dup-2,Sławomira,Maria,Pietrzak,735935186,16/11/1995
rec-272-org,Maria,Sławomira,Pietrzak,735935186,16/11/1959
rec-273-dup-0,Cieślak,Weronika,Blandyna,,06/03/1904
rec-273-dup-1,Blandyna,Cieślak,Weronika,575651181,06/03/1904
rec-273-org,Blandyna,Weronika,Cieślak,575651181,06/03/1940
rec-274-dup-0,Kulesza,Mirella,Izabella,,09/10/1978
rec-274-dup-1,Izabella,Mirella,Kulesza,693109678,09/10/1978
rec-274-org,Mirella,Izabella,Kulesza,693109678,09/10/1987
rec-275-dup-0,Balbina,Marzenna,Urbańska,,31/12/1927
rec-275-dup-1,Urbańska,Marzenna,Balbina,731037170,31/12/1927
rec-275-org,Marzenna,Balbina,Urbańska,731037170,31/12/1972
rec-276-dup-0,Agata,Wilhelmina,Wiśniewska,,04/09/2001
rec-276-org,Agata,Wilhelmina,Wiśniewska,459480141,04/09/2010
rec-277-dup-0,Nowicka,Amelia,Lesława,,24/07/1949
rec-277-org,Amelia,Lesława,Nowicka,663383928,24/07/1994
rec-278-dup-0,Donata,Inga,Sobczak,,06/11/1918
rec-278-org,Inga,Donata,Sobczak,607612286,06/11/1981
rec-279-org,Hieronima,Adolfina,Wiśniewska,605855665,18/10/1986
rec-280-dup-0,Walentyna,Ludmiła,Krawczyk,,01/10/2061
rec-280-dup-1,Walentyna,Krawczyk,Ludmiła,794577600,01/10/2061
rec-280-org,Walentyna,Ludmiła,Krawczyk,794577600,01/10/2016
rec-281-dup-0,Wiśniewska,Wiesława,Mirela,,30/10/1918
rec-281-org,Wiesława,Mirela,Wiśniewska,454335048,30/10/1981
rec-282-dup-0,Cieślicka,Eleonora,Honorata,,26/05/1946
rec-282-dup-1,Eleonora,Honorata,Cieślicka,457522459,26/05/1946
rec-282-dup-2,Cieślicka,Eleonora,Honorata,457522459,26/05/1946
rec-282-org,Honorata,Eleonora,Cieślicka,457522459,26/05/1964
rec-283-dup-0,Cyryla,Kalinowska,Erna,,23/12/1999
rec-283-org,Erna,Cyryla,Kalinowska,669315727,23/12/1999
rec-284-org,Scholastyka,Diana,Czarnecka,784096105,14/07/1971
rec-285-dup-0,Nina,Malinowska,Ksenia,,11/03/1938
rec-285-dup-1,Ksenia,Nina,Malinowska,730604805,11/03/1938
rec-285-org,Ksenia,Nina,Malinowska,730604805,11/03/1983
rec-286-dup-0,Młynarczyk,Lucja,Raisa,,05/07/1967
rec-286-dup-1,Lucja,Raisa,Młynarczyk,456799813,05/07/1967
rec-286-org,Raisa,Lucja,Młynarczyk,456799813,05/07/1976
rec-287-dup-0,Edwarda,Gajewska,Iwona,,05/12/1918
rec-287-dup-1,Iwona,Gajewska,Edwarda,699086416,05/12/1918
rec-287-org,Edwarda,Iwona,Gajewska,699086416,05/12/1981
rec-288-dup-0,Tatiana,Eufemia,Kucharska,,09/02/1946
rec-288-org,Eufemia,Tatiana,Kucharska,537693898,09/02/1964
rec-289-org,Amalia,Augustyna,Sadowska,731166553,21/10/1969
rec-290-dup-0,Julia,Michalska,Zuzanna,,05/06/1906
rec-290-dup-1,Michalska,Julia,Zuzanna,609792703,05/06/1906
rec-290-org,Julia,Zuzanna,Michalska,609792703,05/06/1960
rec-291-org,Mieczysława,Elżbieta,Jankowska,453924051,01/08/1968
rec-292-dup-0,Otylia,Pietrzak,Arletta,,23/03/1978
rec-292-org,Arletta,Otylia,Pietrzak,723388487,23/03/1987
rec-293-org,Ewa,Bożena,Kulesza,738042043,09/10/1996
rec-294-org,Eliza,Eugenia,Czerwińska,451645104,13/11/2002
rec-295-dup-0,Krzysztofa,Adrianna,Kozłowska,,18/08/1995
rec-295-org,Adrianna,Krzysztofa,Kozłowska,791579812,18/08/1959
rec-296-dup-0,Tekla,Kamilla,Lewandowska,,21/06/1909
rec-296-dup-1,Lewandowska,Tekla,Kamilla,724576205,21/06/1909
rec-296-org,Kamilla,Tekla,Lewandowska,724576205,21/06/1990
rec-297-org,Henryka,Edeltrauda,Rutkowska,570460843,22/07/1955
rec-298-org,Irena,Laura,Wawrzyniak,668936392,30/05/1976
rec-299-org,Kornelia,Jowita,Stępieńska,722329832,29/12/1968
rec-300-dup-0,Waleria,Mirela,Kalinowska,,06/02/2001
rec-300-dup-1,Kalinowska,Mirela,Waleria,882925188,06/02/2001
rec-300-org,Waleria,Mirela,Kalinowska,882925188,06/02/2010
rec-301-dup-0,Elfryda,Wanda,Kowalska,,05/02/1969
rec-301-dup-1,Kowalska,Wanda,Elfryda,455664742,05/02/1969
rec-301-dup-2,Kowalska,Elfryda,Wanda,455664742,05/02/1969
rec-301-org,Wanda,Elfryda,Kowalska,455664742,05/02/1996
rec-302-dup-0,Julia,Salomea,Urbańska,,12/01/1926
rec-302-org,Salomea,Julia,Urbańska,734999393,12/01/1962
rec-303-dup-0,Ida,Joanna,Zakrzewska,729752677,08/04/1935
rec-303-dup-1,Zakrzewska,Ida,Joanna,,08/04/1935
rec-303-org,Ida,Joanna,Zakrzewska,729752677,08/04/1953
rec-304-dup-0,Renata,Sawicka,Mirella,,23/08/2020
rec-304-org,Mirella,Renata,Sawicka,576333127,23/08/2002
rec-305-dup-0,Zawadzka,Helena,Izabella,,20/10/2090
rec-305-org,Helena,Izabella,Zawadzka,666096569,20/10/2009
rec-306-dup-0,Larysa,Róża,Brzezińska,,24/07/1928
rec-306-dup-1,Róża,Larysa,Brzezińska,790817703,24/07/1928
rec-306-org,Róża,Larysa,Brzezińska,790817703,24/07/1982
rec-307-dup-0,Andrzejewska,Scholastyka,Julia,,10/07/1987
rec-307-dup-1,Andrzejewska,Julia,Scholastyka,720347644,10/07/1987
rec-307-org,Julia,Scholastyka,Andrzejewska,720347644,10/07/1978
rec-308-dup-0,Czajka,Mirosława,Adelajda,,18/12/1969
rec-308-dup-1,Czajka,Adelajda,Mirosława,722771812,18/12/1969
rec-308-org,Adelajda,Mirosława,Czajka,722771812,18/12/1996
rec-309-dup-0,Pawlicka,Izabella,Eufemia,,23/06/1984
rec-309-dup-1,Pawlicka,Eufemia,Izabella,607027937,23/06/1984
rec-309-org,Eufemia,Izabella,Pawlicka,607027937,23/06/1948
rec-310-org,Bożena,Bernardyna,Tomczak,791117518,26/12/1991
rec-311-dup-0,Lilia,Elza,Zawadzka,,06/03/1965
rec-311-org,Lilia,Elza,Zawadzka,668602592,06/03/1956
rec-312-dup-0,Ryszarda,Wasilewska,Filomena,,01/05/1978
rec-312-org,Ryszarda,Filomena,Wasilewska,577421230,01/05/1987
rec-313-org,Eugenia,Lilia,Wawrzyniak,720973397,03/08/1978
rec-314-org,Heronima,Adolfina,Adamska,538498302,12/11/1955
rec-315-dup-0,Diana,Elfryda,Dudek,,06/03/1967
rec-315-dup-1,Dudek,Diana,Elfryda,789945101,06/03/1967
rec-315-dup-2,Diana,Dudek,Elfryda,789945101,06/03/1967
rec-315-org,Diana,Elfryda,Dudek,789945101,06/03/1976
rec-316-dup-0,Kaczmarek,Izydora,Izabella,,25/02/2080
rec-316-dup-1,Kaczmarek,Izydora,Izabella,789982795,25/02/2080
rec-316-org,Izydora,Izabella,Kaczmarek,789982795,25/02/2008
rec-317-org,Erna,Augustyna,Kamińska,661681472,11/05/1952
rec-318-org,Marcelina,Sonia,Kowalewska,533901981,20/12/1980
rec-319-org,Modesta,Irmgarda,Wysocka,604899529,24/09/1984
rec-320-dup-0,Violetta,Szulc,Lilia,,26/11/1963
rec-320-dup-1,Lilia,Szulc,Violetta,882934301,26/11/1963
rec-320-org,Violetta,Lilia,Szulc,882934301,26/11/1936
rec-321-org,Halina,Żaneta,Bednarska,666055830,10/12/1988
rec-322-dup-0,Zyta,Wasilewska,Eulalia,,20/10/1947
rec-322-dup-1,Wasilewska,Eulalia,Zyta,578850155,20/10/1947
rec-322-dup-2,Wasilewska,Zyta,Eulalia,578850155,20/10/1947
rec-322-org,Eulalia,Zyta,Wasilewska,578850155,20/10/1974
rec-323-dup-0,Edmunda,Iza,Wilczyńska,,29/09/1978
rec-323-org,Edmunda,Iza,Wilczyńska,605770272,29/09/1987
rec-324-dup-0,Szczepańska,Rita,Teresa,,22/10/1953
rec-324-org,Teresa,Rita,Szczepańska,790849588,22/10/1935
rec-325-org,Arletta,Marzena,Baranowska,514056829,20/03/1986
rec-326-dup-0,Włodzimiera,Sokołowska,Adela,,07/05/1987
rec-326-dup-1,Adela,Sokołowska,Włodzimiera,600461735,07/05/1987
rec-326-dup-2,Sokołowska,Włodzimiera,Adela,600461735,07/05/1987
rec-326-org,Adela,Włodzimiera,Sokołowska,600461735,07/05/1978
rec-327-org,Waleria,Bożenna,Kaźmierczak,505031780,05/09/1997
rec-328-org,Janina,Lilla,Kwiatkowska,798452182,15/01/1960
rec-329-org,Franciszka,Izabella,Piotrowska,454091570,24/11/1949
rec-330-dup-0,Duda,Augustyna,Halina,,22/08/1928
rec-330-org,Augustyna,Halina,Duda,884353344,22/08/1982
rec-331-dup-0,Szulc,Halina,Hieronima,,18/06/1906
rec-331-org,Halina,Hieronima,Szulc,514109881,18/06/1960
rec-332-dup-0,Urszula,Sokołowska,Justyna,,15/09/2040
rec-332-dup-1,Sokołowska,Urszula,Justyna,794932149,15/09/2040
rec-332-dup-2,Sokołowska,Justyna,Urszula,794932149,15/09/2040
rec-332-org,Urszula,Justyna,Sokołowska,794932149,15/09/2004
rec-333-dup-0,Baranowska,Marzenna,Julita,,29/10/1985
rec-333-dup-1,Julita,Marzenna,Baranowska,690160166,29/10/1985
rec-333-org,Marzenna,Julita,Baranowska,690160166,29/10/1958
rec-334-org,Dominika,Aurelia,Czajka,797954538,19/08/1946
rec-335-org,Edwarda,Cyryla,Wasilewska,691747733,09/10/1954
rec-336-dup-0,Ostrowska,Seweryna,Karolina,,15/08/1915
rec-336-org,Seweryna,Karolina,Ostrowska,795577017,15/08/1951
rec-337-dup-0,Erika,Zawadzka,Leonarda,,26/02/1948
rec-337-org,Erika,Leonarda,Zawadzka,739281615,26/02/1984
rec-338-org,Henryka,Teodora,Szczepańska,669639382,03/07/2014
rec-339-org,Longina,Żaneta,Stępieńska,736695832,24/02/1989
rec-340-dup-0,Eliza,Zdzisława,Laskowska,,03/07/1986
rec-340-dup-1,Zdzisława,Eliza,Laskowska,739758172,03/07/1986
rec-340-dup-2,Laskowska,Zdzisława,Eliza,739758172,03/07/1986
rec-340-org,Eliza,Zdzisława,Laskowska,739758172,03/07/1968
rec-341-dup-0,Baranowska,Bernarda,Dagmara,,26/11/2040
rec-341-org,Dagmara,Bernarda,Baranowska,736570132,26/11/2004
rec-342-dup-0,Izabella,Jaworska,Hermina,,29/11/1995
rec-342-dup-1,Hermina,Jaworska,Izabella,517846997,29/11/1995
rec-342-dup-2,Jaworska,Hermina,Izabella,517846997,29/11/1995
rec-342-org,Hermina,Izabella,Jaworska,517846997,29/11/1959
rec-343-org,Wanda,Klaudia,Krawczyk,884651909,28/07/2017
rec-344-dup-0,Gizela,Aniceta,Nowicka,,14/04/2020
rec-344-org,Gizela,Aniceta,Nowicka,608008514,14/04/2002
rec-345-org,Izabella,Izabella,Urbańska,606666832,18/04/1979
rec-346-org,Sonia,Amelia,Brzezińska,514220102,22/08/1992
rec-347-org,Gabryela,Mirela,Maj,516796927,27/09/1981
rec-348-dup-0,Klara,Wirginia,Kamińska,,14/05/1929
rec-348-dup-1,Kamińska,Klara,Wirginia,532690973,14/05/1929
rec-348-org,Wirginia,Klara,Kamińska,532690973,14/05/1992
rec-349-org,Nadzieja,Magdalena,Zając,450975197,05/02/2012
rec-350-dup-0,Cieślak,Marcelina,Stella,,26/09/1909
rec-350-org,Marcelina,Stella,Cieślak,721891371,26/09/1990
rec-351-org,Aleksandra,Lidia,Cieślak,455807787,14/06/1985
rec-352-dup-0,Jarosława,Aniceta,Pawłowska,,02/10/1958
rec-352-dup-1,Aniceta,Pawłowska,Jarosława,510949407,02/10/1958
rec-352-org,Jarosława,Aniceta,Pawłowska,510949407,02/10/1985
rec-353-org,Lena,Helga,Lis,730471281,09/05/2001
rec-354-dup-0,Edwarda,Wawrzyniak,Bibianna,,26/06/1998
rec-354-org,Edwarda,Bibianna,Wawrzyniak,574019292,26/06/1989
rec-355-dup-0,Olszewska,Amelia,Wincenta,,27/03/1968
rec-355-dup-1,Olszewska,Amelia,Wincenta,537280512,27/03/1968
rec-355-org,Wincenta,Amelia,Olszewska,537280512,27/03/1986
rec-356-dup-0,Klementyna,Dąbrowska,Sonia,,02/02/1949
rec-356-dup-1,Klementyna,Dąbrowska,Sonia,537239504,02/02/1949
rec-356-org,Klementyna,Sonia,Dąbrowska,537239504,02/02/1994
rec-357-org,Patrycja,Galina,Szymańska,694783667,28/09/1965
rec-358-org,Elfryda,Ada,Tomczak,887658018,20/07/1988
rec-359-org,Lila,Hieronima,Nowicka,574149673,25/10/1993
rec-360-org,Emilia,Mariola,Pawlicka,782580010,04/09/1975
rec-361-dup-0,Czajka,Izabella,Ludwina,,22/10/1934
rec-361-dup-1,Ludwina,Izabella,Czajka,794430091,22/10/1934
rec-361-dup-2,Ludwina,Czajka,Izabella,794430091,22/10/1934
rec-361-org,Ludwina,Izabella,Czajka,794430091,22/10/1943
rec-362-dup-0,Cieślicka,Natalia,Eleonora,,06/12/2040
rec-362-org,Eleonora,Natalia,Cieślicka,501192692,06/12/2004
rec-363-org,Berta,Aniceta,Michalak,781746542,25/05/1996
rec-364-dup-0,Eulalia,Marcjanna,Bąk,,20/04/2051
rec-364-dup-1,Marcjanna,Eulalia,Bąk,600442717,20/04/2051
rec-364-org,Marcjanna,Eulalia,Bąk,600442717,20/04/2015
rec-365-dup-0,Ligia,Wójcik,Grażyna,,09/12/2060
rec-365-dup-1,Grażyna,Wójcik,Ligia,691286391,09/12/2060
rec-365-dup-2,Grażyna,Wójcik,Ligia,691286391,09/12/2060
rec-365-org,Ligia,Grażyna,Wójcik,691286391,09/12/2006
rec-366-org,Bogna,Celina,Tomczak,509470720,13/11/2008
rec-367-dup-0,Izabella,Domańska,Elżbieta,,25/12/1957
rec-367-org,Elżbieta,Izabella,Domańska,606908776,25/12/1975
rec-368-dup-0,Eliza,Franciszka,Kubicka,,02/07/1909
rec-368-dup-1,Kubicka,Franciszka,Eliza,456719855,02/07/1909
rec-368-dup-2,Eliza,Kubicka,Franciszka,456719855,02/07/1909
rec-368-org,Eliza,Franciszka,Kubicka,456719855,02/07/1990
rec-369-dup-0,Violetta,Sylwestra,Kowalewska,,22/07/1948
rec-369-org,Violetta,Sylwestra,Kowalewska,608517432,22/07/1984
rec-370-dup-0,Klaudia,Sobczak,Janina,,24/01/1993
rec-370-org,Janina,Klaudia,Sobczak,661571732,24/01/1939
rec-371-dup-0,Szczepańska,Dominika,Wiera,,11/01/1993
rec-371-org,Dominika,Wiera,Szczepańska,661847870,11/01/1939
rec-372-dup-0,Regina,Kowalska,Benedykta,,16/03/1993
rec-372-dup-1,Benedykta,Kowalska,Regina,538782931,16/03/1993
rec-372-dup-2,Regina,Benedykta,Kowalska,538782931,16/03/1993
rec-372-org,Benedykta,Regina,Kowalska,538782931,16/03/1939
rec-373-dup-0,Iwonna,Bożena,Andrzejewska,,15/02/1989
rec-373-dup-1,Iwonna,Andrzejewska,Bożena,730320204,15/02/1989
rec-373-org,Iwonna,Bożena,Andrzejewska,730320204,15/02/1998
rec-374-org,Emma,Romana,Zawadzka,501179931,11/07/1997
rec-375-dup-0,Walentyna,Zinaida,Szymczak,,04/02/1975
rec-375-dup-1,Zinaida,Szymczak,Walentyna,789825309,04/02/1975
rec-375-org,Zinaida,Walentyna,Szymczak,789825309,04/02/1957
rec-376-dup-0,Kalinowska,Julia,Lubomira,,20/11/1935
rec-376-org,Lubomira,Julia,Kalinowska,515827390,20/11/1953
rec-377-dup-0,Wójcik,Agata,Martyna,691002194,23/08/1967
rec-377-dup-1,Martyna,Agata,Wójcik,,23/08/1967
rec-377-org,Martyna,Agata,Wójcik,691002194,23/08/1976
rec-378-dup-0,Izabella,Emma,Jabłońska,,06/10/1919
rec-378-dup-1,Izabella,Jabłońska,Emma,784876329,06/10/1919
rec-378-org,Izabella,Emma,Jabłońska,784876329,06/10/1991
rec-379-org,Bogdana,Elza,Sadowska,784560833,04/09/1951
rec-380-org,Barbara,Izabella,Lewandowska,723734031,28/11/1997
rec-381-dup-0,Lilia,Maja,Pawłowska,,02/08/1907
rec-381-org,Maja,Lilia,Pawłowska,510054364,02/08/1970
rec-382-org,Daria,Edmunda,Szymczak,512078113,19/10/1992
rec-383-org,Helena,Filomena,Zakrzewska,795315313,13/04/1993
rec-384-dup-0,Kucharska,Marzanna,Iwona,,05/06/1985
rec-384-org,Iwona,Marzanna,Kucharska,737062397,05/06/1958
rec-385-dup-0,Eugenia,Wiesława,Olszewska,,28/02/1966
rec-385-dup-1,Olszewska,Wiesława,Eugenia,604352090,28/02/1966
rec-385-org,Eugenia,Wiesława,Olszewska,604352090,28/02/1966
