,first_name,last_name,city,postcode,age,income,phone_number
423,Stanisława,Kucharska,Poznań,60-463,,897657,724373232
424,Ria,Khról,Piła,63-940,,9383.10,790409631
425,Augustyna,Kucharska,Gniezno,60-70,49,y0024.29,539683139
426,Ilona,Cieślak,Poznań,63-760,,10607.86,506996915
427,Ala,Bąk,Gniezno,61-662,,7269.24,661983281
428,Marianna,Szymańska,Kalisz,61-73,,6377.60,530976157
429,Augustyna,Maciejewska,Gniezno,61-541,20,9701.98,575528444
430,Wielisława,Wiśniewska,piła,60-802,,8426.v4,669884772
431,Konstancja,Panwłowska,gniezno,60-788,,5035.09,
432,Balbina,Baranowska,Kalisz,61-874,86,4932.73,737693130
433,Andżelika,Duda,Leszno,60-149,49,7983.8G6,
434,Małgorzata,Górecka,Gniezno,62-586,,6645.45,
435,Sylwia,Zawadzka,szamotuły,60-801,,694714,
436,Czesława,GłowYacka,kalisz,60-307,,9145.07,507098476
437,Adelajda,Michalska,Gniezno,60-284,37,Q8518.07,536639676
438,Eufemia,Wojciechowska,Konin,64-730,,9659.75,577125331
439,Lucja,Zawadzka,gniezno,60-863,43,316.93,733024471
440,Ala,Jakubowska,ostrów wielkopolski,60-182,21,5706.80,883550386
441,Bronisława,Bednarska,poznań,62-100,44,8389.38,504041669
442,Leonia,DomańskaA,Poznań,62-782,,3946.83,738638190
443,Aneta,Brzezińska,Kalisz,60-37,93,5690.21,534444073
444,Julia,Górecka,Konin,61-663,27,5319.03,
445,Bogna,Olszewska,kalisz,60-321,56,7043.40,665480258
446,Leona,Witkowska,Poznań,61-223,,10255.71,
447,Amelia,Młynarczyk,Konin,61-411,58,11045.18,502433530
448,Jolanta,Pietrzak,kalisz,60-36,63,5371.42,737319771
449,Amelia,Góreckka,kalisz,61-541,20,8053.11,518338786
450,Helena,Szymczak,Gniezno,61-245,87,8117.60,736187761
451,Alojza,Pawłowska,Gniezno,60-790,98,7775.25,794165001
452,Bogna,Wasilewska,Kalisz,64-840,72,7797.96,790913790
453,Eilia,Włodarczyk,Gniezno,63-210,72,7607.49,534672006
454,Iwoa,Kołodziejska,Kalisz,61-885,61,10375.14,574615247
455,Zdzisława,Cieślak,Kalisz,61462,45,9204.93,663556311
456,Leona,Jabłońska,Kalisz,61-770,,4879.69,506807782
457,Leonarda,Lis,poznań,61-707,,8591.44,
458,Ingeborga,Wójcik,Leszno,62-261,22,8784.75,698868530
459,Luba,Kubicka,kalisz,61-478,86,7629.93,662226716
460,Edwarda,Szulc,Piła,0-568,,9262.85,570090070
461,Marzena,Nowakowska,Gniezno,61-475,52,737.615,538377949
462,Iza,DąbArowska,Poznań,64720,45,740.94,725251635
463,Walentyna,Kowalska,Kalisz,60-22,97,7242.f8,575274763
464,Klaudia,Rutkowska,poznań,61-397,,2963e.51,608164979
465,Erna,Sadowska,Gniezno,61-481,30,6839.20,797823300
466,Sonia,Lewandowska,Piła,61-04,32,663.50,604284119
467,Gabyela,Jabłońska,Kalisz,60-247,,4k627.10,
468,Leokadia,Stępeieńska,Kalisz,60-263,99,9868.04,
469,Eryka,Dudek,Leszno,61-85,37,8008.42,517780881
470,Anita,Wojciechowska,Konin,60-548,92,6940.a4,
471,Albina,Dąbrowska,Piła,60-562,41,y870.39,574686013
472,ładysława,Cieślicka,gniezno,60-782,,7592.34,724502822
473,Monika,Mazurska,kalisz,6-475,,8982.87,885967270
474,Michalin,Michalska,konin,60-782,,5346.07,693435714
475,Apolonia,Michalak,poznań,60-536,,6990.34,606661708
476,Ludmiła,qLis,Poznań,6-552,62,8736.13,732683730
477,Amelia,Zielińska,Poznań,61-71,,3128.00,787422744
478,Leontyna,MalinXowska,Konin,61-758,86,6884.86,
479,Marzanna,Makowska,Szamotuły,0-805,,6141.42,799753605
480,Romualda,Laskowska,Kalisz,60-553,,6732.34,
481,Franciszka,Brzezińska,Poznań,61-295,,5996.74,450854915
482,Elfryda,Pawlicka,Poznań,61-576,83,7275.25,
483,Izabella,Jabłońska,Leszno,60-803,38,10847.25,
484,Ew,pPrzybylska,Piła,61-288,89,6352.61,458842818
485,Kamila,Bednarska,konin,61-395,,7583.42,537997558
486,Abina,Zawadzka,Gniezno,61-218,82,10899.49,537035882
487,Zuzanna,Majewska,gniezno,61-387,27,5899.97,510196444
488,Edwarda,Wilk,Poznań,62-320,42,10629.35,664611513
489,Wioleta,Makowska,Kalisz,60-683,,7010.65,577902263
490,Domicel,Brzezińska,szamotuły,60-848,,10563c.79,669705705
491,Snia,Urbaniak,konin,64-00,,8500.40,694494544
492,Jarosława,Rutkowska,Poznań,61-625,100,7614.22,720328510
493,Izaella,SzymańskaU,Szamotuły,61-019,27,6868.74,451863798
494,Benigna,Lewandowska,Piła,62-001,40,5751.92,735328670
495,Nadzieja,Przybylska,Kalisz,61531,47,7151.58,690077445
496,Hildegarda,Wasilewska,Kalisz,61-321,57,8794.72,508396899
497,Eulalia,Piotrowska,Poznań,61-414,59,6973.78,792895594
498,Izabella,KołodziejskCa,Piła,60-438,,6366.75,503985639
499,Dominika,Sadowska,Kalisz,61-622,81,6498.n3,728374585
500,Olimpia,SIadowska,poznań,60-502,,8984.95,721068265
501,Alojz,Zając,Gniezno,6-818,,9450.o32,535405024
502,Emma,Kubicka,szamotuły,64-840,,5665.70,
503,Salomea,Lewandowska,piła,61-17,56,5662.82,669668642
504,Eliza,TomczKak,Leszno,61-327,29,7758.72,453303182
505,Sylwestra,Michalak,poznań,60-812,51,10055.06,454522960
506,Izbella,Szczepańska,Szamotuły,60-66,,9291.98,452074891
507,Magda,MaCj,Szamotuły,61-519,33,449630,884420675
508,Marenna,Górska,kalisz,61-226,,64D1.85,722416624
509,Mirosława,Szczepańska,Kalisz,60-209,44,5138.79,795188470
510,Agnieszka,Czerwińska,Konin,61-82,66,6464.97,732186573
511,Wirginia,Górecka,Konin,61302,60,10208.82,733078851
512,Mariana,Pietrzak,poznań,61-879,90,4154.80,451330486
513,Adela,Szewczyk,Poznań,61852,28,3762.27,
514,Iabella,Wilczyńska,Poznań,61-734,27,5342.89,725834506
515,Emlia,Kaczmarska,Piła,61-409,,7574.62,
516,Izabella,Czajkba,Poznań,61-019,53,8241.51,666267477
517,Amalia,Włodarczyk,Poznań,63-002,,7874.90,794145858
518,Elżbieta,Duda,Kalisz,60-76,81,9351.37,607575411
519,Blanka,Górecka,Poznań,61-425,38,3473.83,727743922
520,Hermina,Kamińska,Poznań,60-725,25,9376.67,505470434
521,Izabella,Młynarczyk,Kalisz,61-644,52,6375.81,
522,Mariola,Wieczorek,Konin,63-450,,8462.99,577232018
523,Daria,Szulc,Kalisz,60-07,88,4353.15,
524,Władysława,Sokołowska,Piła,60-694,,7009.91,883316225
525,Izbella,Dudek,Poznań,60536,64,7472.5m4,510197626
526,Heronima,Krawczyk,Piła,63-440,77,93E11.50,880809409
527,Józefina,Makowska,piła,63-940,74,3829.49,579353007
528,Konstancja,Domańska,piła,61-575,,7061.1,734367097
529,Zenona,Kaczmarska,Kalisz,60-642,,4829.d53,781526191
530,Adrianna,Kaźmierczak,Kalisz,62-862,81,8010.99,
531,Zinaida,Czerwińska,Kalisz,62-25,,8554.43,605141471
532,Izabela,Nowicka,Gniezno,60-616,,9754.34,510332115
533,uta,Sokołowska,Poznań,64-530,57,5929.94,504634760
534,Barbara,BrzezVińska,szamotuły,61-295,59,8854.45,
535,Justyna,Maylinowska,Kalisz,61-485,,9721.80,507244975
536,Eiza,Szymańska,Gniezno,60-104,73,3713.51,506013391
537,Eugenia,Szewczyk,Konin,60-854,89,8224.69,515359259
538,Izabela,Tomczak,poznań,6-921,30,8917.02,504185718
539,Magda,Maciejewska,kalisz,60-252,,6482.55,
540,Elza,Tomczak,kalisz,61-680,,4578.5,691447030
541,Irmia,Jakubowska,Konin,60-765,,8885.91,791723842
542,Andżelika,Król,Leszno,61-676,99,4600.n8,
543,Elza,DudIek,Poznań,60-012,58,6634.30,661775359
544,Bogumiła,Majewska,kalisz,60-309,,6919.7D,579523257
545,Julianna,Kucharska,konin,60-613,,8431.08,722242921
546,Izabella,Jakubowska,Szamotuły,60-628,98,574674,
547,Joanna,Szewczyk,Poznań,61-894,39,5630.83,
548,Laura,CKowalewska,Leszno,3-524,78,7197.38,794447522
549,Teodozja,KaczmaIrska,leszno,61-61,,9012.78,723247399
550,Kinga,Czserwińska,Kalisz,61-637,,11574.90,730177638
551,Leokadia,Lis,Kalisz,60-783,74,3985.04,538553783
552,Sabina,Kaźmierczak,Kalisz,60-332,,7630.68,798497272
553,Aniceta,Kubicka,Szamotuły,60-23,,4826.93,504377807
554,Grażyna,Jakubowska,Leszno,0-232,39,9037.62,578621152
555,Natalia,Szulc,Gniezno,61-493,79,A5122.91,
556,Eleonora,Wiśniewska,Poznań,60-683,,5650.70,600982966
557,Arleta,Mazurska,poznań,61-745,77,5821.46,
558,Elfryda,Rutkowska,Konin,61-052,20,6847.60,698880078
559,Marzenna,Wasilewska,Poznań,60-715,,7646.40,785540851
560,Renata,Zielińska,Kalisz,61-309,99,7967.40,516813100
561,Wiktoria,Pawłowska,Gniezno,6-693,,6988.46,
562,stera,Wilczyńska,Gniezno,61-710,40,4340.22,500957693
563,Luba,Witkowska,kalisz,62-710,85,8455.57,730527097
564,Sonia,Szymczak,Kalisz,61-854,31,6894.08,
565,Tela,Maj,Konin,61-524,,9323.47,797172340
566,Ludomira,Bąk,Poznań,61-632,80,5584.52,726810984
567,Urszula,Andrzejewska,Poznań,60-63,21,3795.45,605835941
568,Izabella,Makowska,Gniezno,61-575,,6931.95,532112957
569,Tamara,Mazurska,ostrów wielkopolski,60-257,65,9591.91,514907444
570,Izabella,KwiatkowRska,Poznań,61-421,43,7321.88,785740170
571,Estera,Olszewska,Kalisz,62-053,90,6600.66,726531266
572,Bolesława,Nowicka,Gniezno,60-57,31,5259u.31,
573,Wilhelmina,Urbańska,Piła,60-558,48,10515.53,602958430
574,Ala,Cieślicka,kalisz,60-284,88,4940M79,459629703
575,Adelajda,Głowacka,Kalisz,60-19,34,5549.2,506319287
576,Serafina,Szymczak,Gniezno,61-537,85,8140.07,666959797
577,Elfrda,Walczak,piła,60-169,24,3287.96,604186566
578,Ala,Zielińskla,Poznań,61-386,58,9549.18,
579,Izabela,Wawrzyniak,Szamotuły,62-571,24,8248.39,693675356
580,ornelia,Wilczyńska,Poznań,1-425,74,8798.46,
581,Eliza,Kowalewska,piła,61-478,83,8116.23,734694303
582,Lucyn,Kulesza,poznań,60-461,,6677.75,456598487
583,Zenobia,Kaczmarek,poznań,61-334,98,4873.70,736924164
584,Ksena,Pawłowska,poznań,61-728,,6719.85,798615148
585,Lucja,Wojciechowska,konin,61-501,,5049.53,501434738
586,Gabriela,Kozłowska,Leszno,60-43,59,7972.31,660079622
587,Izbella,OHlszewska,Poznań,60-642,93,861.356,534141550
588,Anea,KaźmEierczak,Konin,61-456,71,9953.62,511909515
589,Jadwiga,Dudek,Konin,60-23,,7743.54,662967017
590,Sława,Górecka,Gniezno,61-09,,8849.15,735944727
591,Julianna,Borkowska,piła,60-306,,6405.71,
592,Brygia,Włodarczyk,gniezno,61-513,78,6043.45,735604874
593,Teofila,Kulesza,poznań,63-760,,7947.34,883431814
594,Ana,Urbańska,Leszno,6-820,35,6227.05,537962461
595,Michalina,Sikora,Piła,61-895,,7538.37,721375410
596,Domicela,Grabowska,Poznań,61-66,54,4877.62,534197529
597,Leontyna,Dudek,Konin,61-672,33,5236.7h4,455628792
598,Leona,Tomczak,Szamotuły,61-816,45,8270.82,603639503
599,Amelia,Kaczmarek,Szamotuły,60-547,51,8773.38,
600,Elwira,Witkowska,Konin,60-224,,502A.69,785972159
601,Rasa,Domańska,Gniezno,62-003,94,8341.23,
602,Modesta,Sawicka,Konin,60-688,99,59m4.53,600297907
603,Maa,Tomczak,Gniezno,77-470,,7033.01,663042080
604,Adolfa,Jakubowska,Poznań,61-764,75,9833.89,691633714
605,Marcela,KalinowsAka,poznań,64-707,44,8614.97,
606,Celestyna,Zając,Kalisz,62-080,88,8591.74,888101787
607,Mirosława,Kbaczmarek,Poznań,60-144,36,10817.58,698210517
608,Irmgarda,Lewandowska,Gniezno,64-224,27,5592.24,533082974
609,Nina,Lewandowska,Leszno,60-012,98,5208.25,734815236
610,Bernard,Jasińuska,Piła,61-151,,5555.76,725544556
611,Jarosława,Szymańska,Piła,60-304,,6491.c00,739904006
612,Julitta,Szulc,Kalisz,61-03,,2290.90,517534442
613,Edmunda,Kubicka,Gniezno,61-683,56,6585.14,574336244
614,Aldona,Urbańska,Leszno,61-007,44,5910.86,
615,Leoia,Górska,kalisz,61-249,,8567.52,793926249
616,Hanka,Adamska,Poznań,60-374,29,7704.84,
617,Izabella,Olszewska,Piła,62-436,,A5798.61,531945826
618,Henryka,Zielińska,Piła,60-22,55,8179.92,
619,Helea,Baranowska,Piła,61-841,,8446.53,604795259
620,Wincentyna,Górscka,Piła,61-05,36,5462.91,576205706
621,Karina,Michalska,Szamotuły,60-08,95,6031.95,666306900
622,Jagoda,ToAmczak,Poznań,6-568,70,2549.2j,735055103
623,Liliana,Cieślak,Szamotuły,61-571,,4818.68,888544418
624,Bibiana,Kucharska,Kalisz,61206,27,5515.06,
625,Romuala,Szewczyk,konin,60-791,69,7148.33,790220044
626,Hieronim,Kubicka,Kalisz,61-65,,5109.23,
627,Renata,Gajewska,leszno,61-213,45,5973.10,530941192
628,Irmina,Górecka,Leszno,61-123,,4549.34,539582486
629,Augustyna,Kwiatkowska,poznań,6-105,,7342.23,
630,Sława,Makowska,Poznań,63-421,40,7851.43,451177377
631,Roma,Wasilewska,Kalisz,61-842,,7804.73,798063605
632,Ewa,Rutkowska,Piła,60-867,45,7024.72,660370005
633,Izabella,Sobczak,kalisz,60-504,40,3917.85,697479721
634,Bożena,ZawadzkJa,Kalisz,60-848,,5760.09,
635,Józefa,Laskowska,Konin,62-650,,6185.39f,
636,Blandyna,Kulesza,Konin,61-542,46,6193.41,736076513
637,Lubomira,Wiśniewska,Poznań,7-420,75,7149.t96,573342808
638,Konstancja,Jankowska,piła,61-51,32,9851.08,889865626
639,Adamina,StępiBeńska,Poznań,60-748,36,8624.19,577502498
640,Bogdana,SzewcNzyk,Gniezno,60-205,34,5024.96,880926236
641,Agustyna,Cieślak,gniezno,62067,18,8356.81,
642,Bożena,Majewska,Kalisz,61-529,,8280.60,799626506
643,Natalia,Górecka,piła,63-023,21,5387.87,539408731
644,Amelia,Dsąbrowska,Leszno,63-60,40,8697.73,698338961
645,Cyryla,pMaj,piła,1-409,100,6679.25,
646,Krystyna,Kamińska,Gniezno,60-345,,4180.90,696411747
647,Sawomira,Szymczak,Gniezno,60-433,36,7p10.41,884357561
648,Florentyna,xWitkowska,gniezno,60-148,,7433.R2,578341311
649,Halina,Tomaszewskla,Piła,61-628,56,6454.64,455795287
650,Waleria,Kaczmarek,Ostrów Wielkopolski,60241,,F6925.09,885221028
651,Stella,KalinowskPa,Konin,62-330,,5E561.83,459175080
652,Tekla,Jasińska,Piła,60-262,28,8220.26,724912715
653,Celina,CzerwińsQka,Gniezno,62-302,28,6913.10,693105230
654,Narcza,Wysocka,Konin,60-277,52,7332.90,577064258
655,Izabella,Kulesza,Szamotuły,63-708,,7714.28,576888823
656,Narcyza,Głowacka,konin,62-420,90,4690.83,784703840
657,Waletyna,Walczak,kalisz,60-506,,5211.43,882084517
658,Patrycja,Kulesza,Poznań,6-664,65,2580.11,576116175
659,Romana,Bavranowska,Poznań,62-600,31,8129.48,727335044
660,Julia,Duda,Piła,64-962,74,4575.58,883901865
661,Alojza,Przybylska,Konin,61-715,,72S5.14,697558037
662,Agata,SzymaPńska,Konin,61-62,,7741.98,789318647
663,Renata,Górska,Poznań,61-223,25,8204.71,739826418
664,Izabella,Witkowska,Kalisz,60-135,,4591.97,
665,Bernardyna,Walczak,Gniezno,60-512,,6869.68,734238747
666,Prakseda,Walczak,piła,64-918,84,10340.56,787869614
667,Zbigniewa,Jabłońska,poznań,61-10,46,10428.63,
668,Felicja,Bednarska,Kalisz,60-406,90,89746.5,780043133
669,Bożenna,Wasilewska,konin,60-825,40,7674.9,735966192
670,Magdaena,Kaźmierczbak,Kalisz,60-363,31,4989.79,661945162
671,Lilla,Pawłowiska,konin,61022,43,8437.24,787685538
672,Zbigniewa,Szulc,konin,60-237,21,6683.96,882539168
673,Erna,Czerwińska,Konin,60-336,41,81Z1.06,536435796
674,Lilia,Szymańska,Kalisz,61477,,5734.31,693954823
675,Izabella,Woojciechowska,Kalisz,61-661,30,6654.13,
676,Fryderya,Stępieńska,Konin,60-284,27,7328.29,889580672
677,Melania,Lis,Piła,60-819,29,7492.56,785684709
678,Monika,Wawrzyniak,gniezno,60-209,,7987.45,
679,Izabella,Młynarczyk,Leszno,63-630,,5841.61,669047304
680,Dorota,Szczepańska,gniezno,61-375,95,4313.43,
681,Sylwia,Tomczak,Piła,3-000,22,10249.57,571707518
682,Janin,Szewczyk,Poznań,60-53,80,11978.51,608176594
683,Marlena,Kamińskau,Kalisz,60-64,78,7894.84,692683127
684,Leontyna,Czarnecka,Leszno,62-710,100,4352.02,693086538
685,Izaella,Jakubowska,Gniezno,64-410,,5453.61,881891233
686,Aurelia,Michalak,Poznań,60-339,,8018.24,799296053
687,Heronima,Michalak,Gniezno,61-816,,9682.23,514804069
688,Mirela,Ostrowska,Poznań,61-037,88,4574.22,690026881
689,Tmara,Kmucharska,Kalisz,60-48,78,6751.33,
690,Honorata,Szymczak,szamotuły,62-682,57,7391.86,
691,Ida,Witkowska,Konin,61-002,38,8729.16,606489574
692,Celina,Jankowska,piła,6-150,78,6312.80A,
693,Izabella,Szczepańska,Ostrów Wielkopolski,60-762,88,3872.37,798977580
694,Serafina,Sawicka,piła,61-03,51,8242E.40,576915179
695,Eliza,MAichalska,Poznań,60-519,73,9249.59,603183823
696,Amalia,Gajewska,piła,60-245,51,6834.82,575660491
697,Patrycja,Szymczak,poznań,62-840,,7810.48,515969743
698,Jarosława,Zając,Konin,63-820,61,605.102,
699,Walentyna,Stępieńska,piła,60-532,,5308.45,530605404
700,Alfreda,Witkowska,Gniezno,61-673,,9z052.85,726776092
701,Izabella,Zawadzka,Kalisz,60-141,54,7774.99,663321331
702,Broniława,Krajewska,Konin,60-824,46,7980.74,579444173
703,Jowita,PrzybylskPa,piła,61-229,,10004.23,532081428
704,Ludwika,Makoxwska,Gniezno,62-640,,4890.32,
705,iera,Zawadzka,Konin,63-921,42,5895.95,695978282
706,Hieronima,Cixeślak,Piła,60-312,,7315.87,739615962
707,Ingeborga,Laskowska,poznań,61-209,,5871.i37,
708,Nina,Wawrzyniak,Poznań,6-548,32,8566.27,889357071
709,Elwira,Kamińska,Kalisz,61-367,46,6625.20,505247297
710,Józefina,Szymdczak,Szamotuły,1-643,83,5014.93,
711,Blandyna,Kubickao,poznań,61-414,38,713.154,880292387
712,Berta,Zawadzka,poznań,61-886,68,340.68,699199185
713,Modsta,Wieczorek,poznań,61-407,,8869.36,
714,Benigna,Kaźmierczak,Piła,61-615,64,7786.28,
715,Zdziława,Szulc,Poznań,6-562,34,7922.29,783705038
716,Wiera,Kozłowska,Kalisz,1-355,46,7640.58,505879194
717,Hanna,Pawłowska,Ostrów Wielkopolski,61-502,,6623.55,
718,Jarosława,SPadowska,poznań,61-763,,5567.56,507225959
719,Radosława,Urbańska,Kalisz,60-618,,7577.68,792606830
720,Dominika,Andrzejewska,Kalisz,61-115,,633.75,888047580
721,Teodoja,Głowacka,Gniezno,60-716,,10379.65,723187877
722,Ea,Sokołowska,Konin,61-612,40,9684.36,
723,Naasza,Olszewska,konin,60-534,,8265.68,880466321
724,anna,Mazurska,Poznań,61-537,24,7756.93,451022842
725,Helena,Borkowska,Gniezno,6-494,46,6824.08,790681745
726,Wiktoria,Kołodziejska,Gniezno,61-87,84,4477.75,
727,Alicja,Wasilewska,Poznań,60-151,39,6567.66,661144483
728,Teodora,Baranowska,Konin,61-307,68,7202.80,608011792
729,onata,Kulesza,piła,61-412,,7458.91,
730,Zenona,Wójcik,Poznań,61-765,44,7939.07,729530721
731,Stanisława,BednarsQka,Leszno,61-713,,8842.66,454627874
732,Alina,Szewczyk,Kalisz,60-822,,5615.69,884463503
733,Izabella,Jasińska,leszno,60-834,,5633.85,
734,Urszul,Wasilewska,Leszno,64-552,93,99017.1,737379990
735,Balbina,Szewczyk,Konin,6-857,,8541.96,732959895
736,Antonina,Wilfczyńska,Poznań,60-166,74,6218.46,663875126
737,Pelagia,Głowacka,Kalisz,61-344,22,6785.5N8,517390088
738,Izabella,Małynarczyk,Gniezno,61-486,29,6794.5O,514911151
739,Anastazj,Szymańska,kalisz,60-52,,7063.15,509743495
740,Maria,Jankowska,Poznań,64-918,35,7945.37,578397467
741,Alina,Jabłońska,piła,62-104,37,12069.99,606248771
742,Kalina,AndrzRejewska,poznań,61-625,82,7379.5,737738091
743,Maria,Zając,Gniezno,60-709,41,8325.20,505387511
744,Eryka,Sokołowska,Konin,64-11,24,3627.05,538418728
745,Karina,Przybylska,Gniezno,61-318,21,6030.20,886392740
746,Izabella,Szczepjańska,Poznań,60-57,54,9457.63,609710670
747,Hildegarda,MłDynarczyk,Poznań,61-658,69,7804.63,
748,Marcela,Makowska,Kalisz,60-263,,-1L778.23,792252938
749,Wirginia,MaciRejewska,poznań,64-231,,8348.05,570455932
750,Bernadeta,Rutkowska,Poznań,63-740,,10836.33,735457063
751,Izabella,GórecOka,Gniezno,60-709,,3008.18,883640281
752,Alfreda,Wilczyńska,Piła,60-568,,10038.78,795860266
753,Gizela,Tomczak,Poznań,61-397,58,1456.09,
754,Gerda,Kołodziejska,piła,60-601,94,8876.00,
755,Natalia,Ostrowska,Gniezno,60-332,63,6982.70,
756,Izabella,Domańska,Piła,60-177,52,2300.06,
757,Wielisława,Zakrzewska,Gniezno,60-209,99,789R.28,794281673
758,Bożena,Wilk,Gniezno,61-752,,9301.68,600393807
759,Leonarda,Wiśniewska,Kalisz,64-542,94,7727.77,
760,Helga,Kowalska,gniezno,61880,,8169.66,784907954
761,Leokadia,Dudek,Szamotuły,60-303,59,617.65,514267386
762,Bżena,Górska,Poznań,64-111,94,3277.22,606204560
763,Magdalena,Cieślak,leszno,60-151,60,8383.73,538963480
764,Ksenia,Czarnecka,Poznań,62-613,,10499.51,
765,Barbara,Brzezińska,Szamotuły,61-476,40,9295.16,453224573
766,Agata,Zawadzka,Konin,60-712,,3024.25,
767,Halina,Bąk,Gniezno,60-322,,3970.21,666591555
768,Alina,Czerwińska,Piła,61-162,,5308.06,
769,Amelia,Urbańska,ostrów wielkopolski,61-101,,3814.05,450969167
770,Alfreda,OstroCwska,Poznań,61-773,71,7088.38,
771,Matylda,Szymańska,Gniezno,61-835,51,7786.83,888606537
772,Patrycja,Piotrowtska,Piła,61-24,,4139.49,536187262
773,Ala,Wieczorek,Poznań,1-532,55,8554.26,
774,Krystyna,PrzybylskOa,gniezno,61-479,18,8202.21,605600095
775,Narcyza,Michalska,Konin,60-654,24,5903.68,782196376
776,Aelia,Sokołowska,kalisz,61294,53,66549.6,
777,Eugenia,Maciejewska,Kalisz,62-619,25,3100.40,571419569
778,Konsancja,Kołodziejska,Poznań,61-413,41,6335.48,
779,Hermina,Majewska,Poznań,61-837,72,7014.77,798390232
780,Róża,Dudek,Poznań,63-750,43,7337.50,
781,Ksenia,SzyKmczak,Poznań,61-573,100,7757.75,737964953
782,Marlena,Jaworska,kalisz,61761,93,7488.48,691314561
783,Maryla,Domańska,Konin,60-11,,6471.31,
784,Edmunda,Jankowska,poznań,60-731,97,7572.39,577162626
785,Izabella,Walczak,Gniezno,61-752,89,9004.0,737208063
786,Irma,Kowalska,Gniezno,61-834,,6809.00,666941980
787,Izabella,Sikorska,Kalisz,60-15,79,7635.19,605311325
788,Sylwestra,Wasilewska,szamotuły,60-341,29,6627.66,794053673
789,Dara,Bąk,Konin,61-285,,5706.48,
790,Mieczysława,Szulc,Piła,60-003,,8045.76,508811105
791,Marzanna,Kaźmierczak,Poznań,60-288,19,5889.55,664111659
792,Izbella,GłoRwacka,gniezno,63-80,40,7772.29,452769243
793,Katarzyna,Sobczak,ostrów wielkopolski,63-940,96,H7056.51,
794,alina,Witkowska,Piła,60-802,,6392.13,723209658
795,Izabella,Kaźmierczak,kalisz,61-147,33,6343.71,602125163
796,Jaina,Olszewska,Kalisz,61-138,33,5983.76,793065110
797,Iabela,Kamińska,Konin,61-454,,3708.40,734372063
798,Benedykta,NowAicka,gniezno,60-504,87,7765.79,784260843
799,Bogna,Pietrzak,Gniezno,60-201,,7463.09,515010744
800,Olimpia,Pawłowska,Ostrów Wielkopolski,62-230,54,869.934,576554248
801,Izabella,Pietrzak,kalisz,62-307,35,5937.09,781661443
802,Dana,Czerwińska,Poznań,60-266,,1079077,
803,Anetta,Sobczak,kalisz,63-040,56,6240.53,795384524
804,Czesława,Sawicka,Poznań,62-260,85,524o.78,503270006
805,arta,Sikorska,Poznań,62-46,78,5012.36,454823079
806,Inga,Bąk,Leszno,61-168,52,3532.16,500759022
807,Emilia,Maciejewska,Gniezno,61-66,,10065.26,797460414
808,Eryka,Kwiatkowska,Poznań,61-74,,9742.13,729615791
809,Ludwina,Bąk,poznań,61-492,65,8201.49,885613769
810,Krystyna,Głowacka,Poznań,60-814,,5207.82,530463511
811,Elżbieta,Lis,piła,62-035,,10622.54,504011533
812,Ludwina,SzczepWańska,Gniezno,60-804,60,6296.56,601057254
813,Tatiana,Jakubowska,poznań,62-650,,6461.95,514709179
814,Czesłwa,Urbańska,Poznań,60-533,53,9874.52,883985225
815,Ia,Nowicka,Kalisz,60-434,19,8317.82,660102423
816,Larysa,OSzulc,Leszno,60-527,37,11402.21,604376893
817,Eliza,Makowska,Kalisz,60-212,,747.44,604979570
818,Amelia,Midchalak,konin,61-233,62,6205.94,532780577
819,Julia,Pawłowska,Szamotuły,61-579,63,5776.39,601119537
820,Stanisława,Wiśniewska,leszno,61-431,77,3306.01,454501003
821,Lilia,Marciniak,gniezno,61-063,41,6442.81,661399101
822,Violetta,Młynarczyk,Poznań,60-755,73,h9289.19,
823,Edeltrauda,Pawlicka,Szamotuły,62-06,76,8197Z67,501232093
824,Mgda,Szczepańska,Ostrów Wielkopolski,61-337,,7040.62,796390573
825,Janina,Bąk,Gniezno,60766,51,5010.13,607926815
826,Lilia,Michalska,konin,60-196,,7453.75,734673768
827,Natalia,Malinowska,poznań,60-306,52,9025.63,
828,Jowita,Wiśniewska,Piła,61-764,83,7861.44,538265607
829,Róża,Marciniak,Gniezno,61-054,,7333.47,577831191
830,Amelia,Majewska,poznań,60-621,67,5406.08,537147002
831,Bernarda,Zając,Konin,61-04,43,k734.36,579205938
832,Romana,Maciejewska,Konin,60-50,,736.19,
833,Floretyna,Dąbrowska,Piła,60-613,79,7765.69,738048078
834,Benedykta,Głowacka,Gniezno,60-229,45,12140.64,796466499
835,Wioleta,Cieślak,Kalisz,60-551,86,3983.25,882679058
836,Milena,Adamczyk,Gniezno,61-233,24,6517.26,665961790
837,Edmunda,Lewandowska,Leszno,62-782,19,6984.18,737561584
838,Kaila,Szulc,Konin,61-485,28,6074.83,538087856
839,Sławomira,Szczepańska,poznań,60-216,,9072.75,884715800
840,Teresa,Baranowska,gniezno,61-27,,944.90,667517191
841,Dobrosłwa,Olszewska,Konin,61-123,53,7304.60,888016506
842,Eliza,Duda,konin,61-146,41,8594.55,663344395
843,Bożenna,Wpysocka,Poznań,61-016,53,7033.50,734959964
844,Genowefa,DPuda,Poznań,61-832,50,13359.73,510946492
845,Dioniza,Pietrzak,Kalisz,60-705,43,7302.69,781001651
846,Roman,Kowalskag,Poznań,61-361,29,7390.56,536282188
847,Gerda,Rutkowska,Poznań,61-296,72,3579.06,457045982
