rec-id,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform
rec-0894-dup-0,Beahta,Witckowska,60-668,Konin,883088983,0675 505 7905 5000,51837.17,76
rec-0894-org,Berta,Witkowska,60-568,Konin,883088983,0675 5405 7905 5000,51837.17,67
rec-0895-dup-0,Elisa,Sjulc,60-863,Szajotuły,,7325 60720209 0775,26217.51,0
rec-0895-org,Eliza,Szulc,60-863,Szamotuły,791856302,7325 6072 0209 0775,26217.51,0
rec-0896-org,Leonia,Kubicka,60-321,Konin,739530564,1591 9142 4278 9263,45382.36,19
rec-0897-org,Aniela,Nowicka,60-838,Gniezno,458701872,6791 0573 0512 1852,33821.29,63
rec-0898-org,Pelagia,Bąk,61-812,Konin,574429906,7930 4494 5619 6914,43827.35,56
rec-0899-dup-0,Akina,Król,missing,Lejzno,,59168 6971 2921 3019,21990.78,94
rec-0899-dup-1,Alia,Król,64-320,Lestsno,,5168 697 2921 3019,21990.78,24
rec-0899-dup-2,Alina,Krol,64-320,Lwszno,,5168 671 2921 3019,21990.78,24
rec-0899-org,Alina,Król,64-320,Leszno,505599672,5168 6971 2921 3019,21990.78,94
rec-0900-org,Arletta,Zielińska,60-185,Poznań,690474764,8867 4728 5336 6101,55132.37,60
rec-0901-dup-0,Monicka,Pa3licka,64-709,Piła,,3575 1666 2724 9764,63654.93,46
rec-0901-org,Monika,Pawlicka,64-700,Piła,600712455,3575 1666 2724 9764,63654.93,6
rec-0902-dup-0,Mariola,Olszevskiea,61-376,Kalisj,,4436 8783 8939 4037,56642.41,2
rec-0902-dup-1,Maripla,Ooszewska,61-375,Kaliss,,4436 8783 89839 4037,56642.41,62
rec-0902-org,Mariola,Olszewska,61-375,Kalisz,797327726,4436 8783 8939 4037,56642.41,62
rec-0903-org,Aurelia,Andrzejewska,61-627,Poznań,519425251,6654 1895 8231 5369,57152.91,49
rec-0904-org,Amelia,Ostrowska,61-306,Konin,720549147,7441 5035 4412 7727,44149.79,23
rec-0905-org,Otolia,Kozłowska,60-137,Piła,794171594,9357 7528 3268 4260,67279.69,29
rec-0906-dup-0,Klautia,Michalack,61-434,Poznwń,,1363 1125 3294 3927,,83
rec-0906-dup-1,Klodia,Michalack,61-434,Pozań,,1363 1125 32294 3927,51819.49,83
rec-0906-dup-2,Klavdia,Michalack,61-434,Pojnań,,1363 1125 23294 3927,51819.49,83
rec-0906-org,Klaudia,Michalak,61-434,Poznań,720331836,1363 1125 3294 3927,51819.49,83
rec-0907-org,Apolonia,Cieślicka,60-555,Poznań,727882815,2853 7863 8902 7786,33447.08,20
rec-0908-dup-0,Sal0mea,Maciejewjka,60-790,Kalis,,5365 37104 7908 8387,52986.67,5
rec-0908-dup-1,Saloiiiea,Macoejewska,60-790,Kalisz,,5365 3710 7908 8387,,4
rec-0908-org,Salomea,Maciejewska,60-790,Kalisz,602174653,5365 3710 7908 8387,52986.67,5
rec-0909-org,Klara,Kowalska,60-740,Gniezno,534467177,6208 2664 9708 6513,28372.29,59
rec-0910-dup-0,Agjieszka,Bak,61-q38,Gnieano,,9423 9599 0476 0606,52482.78,11
rec-0910-dup-1,Agniezzka,Bak,61-q38,Gniezno,576645099,9423 9599 476 0606,52482.78,12
rec-0910-org,Agnieszka,Bąk,61-138,Gniezno,576645099,9423 9599 0476 0606,52482.78,11
rec-0911-dup-0,Beahnarda,Japłońska,61-662,Gni3zno,,67118554 4760 4711,40263.37,17
rec-0911-dup-1,Bernarcla,Jabł0ńska,61-662,Gniezni,,6711 854 4760 4711,40263.37,17
rec-0911-dup-2,Beahnarda,Jabłoniska,61-652,Gniesno,723521189,6711 8554 4760 4711,,17
rec-0911-org,Bernarda,Jabłońska,61-662,Gniezno,723521189,6711 8554 4760 4711,40263.37,17
rec-0912-org,Adolfa,Czerwińska,62-001,Poznań,735728575,9356 5711 8519 2072,102725.19,95
rec-0913-dup-0,Rysjarda,Witkowzka,61-429,,,8665 8855 307 9969,48200.60,91
rec-0913-dup-1,Ryszarda,Witkowska,61-4w9,Kalixz,,8665 8855 3073 99690,,91
rec-0913-dup-2,Ryssarda,Witckowska,61-4q9,Kalis,,8665 8855 3073 9969,48200.60,91
rec-0913-org,Ryszarda,Witkowska,61-429,Kalisz,699789124,8665 8855 3073 9969,48200.60,91
rec-0914-dup-0,Aneda,Wiczorek,60-249,Piła,,2620 85716410 8575,36063.96,10
rec-0914-org,Aneta,Wieczorek,60-149,Piła,574514367,2620 8571 6410 8575,36063.96,10
rec-0915-dup-0,Fryteryka,Zawadska,60-747,Pozenań,,8056 8828 1308 4508,92027.76,95
rec-0915-dup-1,Fryteryka,Zawatzka,60-657,Poznań,606811939,8056 8828 1308 34508,92027.76,59
rec-0915-dup-2,Fryderyka,Zawatzka,60-657,Poznwń,,8056 88281308 4508,92027.76,95
rec-0915-org,Fryderyka,Zawadzka,60-647,Poznań,606811939,8056 8828 1308 4508,92027.76,95
rec-0916-dup-0,Barl>ara,Lij,61-027,Gniezno,782177905,5172 20422 9180 6967,,92
rec-0916-dup-1,Barpara,Li5,61-017,Gniezmo,,5172 24252 9180 6967,53752.68,92
rec-0916-org,Barbara,Lis,61-017,Gniezno,782177905,5172 2422 9180 6967,53752.68,92
rec-0917-dup-0,Domikela,Jakubowska,60-605,Posnań,,2074 6465 40328 1992,28623.86,812
rec-0917-dup-1,Domisela,Jakubowska,60-695,Poznań,,2074 6465 328 1992,28623.86,18
rec-0917-org,Domicela,Jakubowska,60-605,Poznań,798807053,2074 6465 0328 1992,28623.86,12
rec-0918-dup-0,Konjtancja,Sawiccka,60-142,Leszn9,,3988 6990 0693 9404,56148.65,6
rec-0918-dup-1,Konstankja,Sawika,60-132,Leszni,,3988 6990 0693 9404,,6
rec-0918-org,Konstancja,Sawicka,60-132,Leszno,519742551,3988 6990 0693 9404,56148.65,6
rec-0919-org,Amelia,Cieślicka,77-470,Szamotuły,454502437,3385 6562 1142 5624,71583.50,93
rec-0920-org,Brygida,Wasilewska,61-225,Gniezno,517135896,9312 4020 3425 5788,63771.54,24
rec-0921-dup-0,Isabella,Boahkowska,63-024,,,5478 6322 154 3923,53634.20,58
rec-0921-org,Izabella,Borkowska,63-024,Poznań,886154731,5478 6322 6154 3923,53634.20,58
rec-0922-dup-0,Adela,Wasilevskiea,missing,,536902837,7966 2978 7487 062,,86
rec-0922-dup-1,Atela,Wasilevskiea,60-213,Posnań,536902837,7966 2978 7487 0462,,68
rec-0922-dup-2,Adlea,Wasielewska,60-213,,536902837,79662978 7487 0462,,86
rec-0922-org,Adela,Wasilewska,60-213,Poznań,536902837,7966 2978 7487 0462,52652.76,86
rec-0923-dup-0,Bożena,Kaźmierchak,64-326,Poznań,,4202 11265 6754 1255,,3
rec-0923-org,Bożena,Kaźmierczak,64-316,Poznań,603428164,4202 1126 6754 1255,24424.48,3
rec-0924-org,Judyta,Sadowska,61-294,Leszno,784640510,3096 9179 8960 0021,28875.09,14
rec-0925-org,Ludwika,Nowicka,60-328,Poznań,504447189,3767 9699 5194 3464,56084.51,93
rec-0926-dup-0,Itsabella,Michalstka,60-388,Gnizno,,4559 8342 7444 4418,63441.07,7
rec-0926-dup-1,Izablla,Michalzka,missing,Gniezho,579092288,4559 8342 744 4418,63441.07,87
rec-0926-dup-2,Ijabella,Michalska,60-w88,Gniejno,,4559 8342 444 4418,63441.07,87
rec-0926-org,Izabella,Michalska,60-388,Gniezno,579092288,4559 8342 7444 4418,63441.07,87
rec-0927-org,Sabina,Lewandowska,63-911,Poznań,517174306,9058 9175 1964 1732,90361.45,76
rec-0928-org,Ksawera,Pawlicka,60-525,Piła,738818738,7699 7262 5885 8389,34670.92,22
rec-0929-org,Laura,Szulc,63-234,Szamotuły,503090915,3163 8400 6868 0380,35263.20,19
rec-0930-dup-0,Cesylia,Kaźm:erczak,60-q57,Szamotuły,,7567 219 0120 4400,71008.57,76
rec-0930-org,Cecylia,Kaźmierczak,60-257,Szamotuły,502319057,7567 2195 0120 4400,71008.57,76
rec-0931-dup-0,Józevina,Sczepańska,62-719,,514538109,7909 5072 1619 2367,52344.86,41
rec-0931-dup-1,Józefima,Szczepańska,62-u10,Piła,,7909 5072 31619 2367,,14
rec-0931-dup-2,Józefina,Szcsepańska,62-7q0,,514538109,7909 50732 1619 2367,52344.86,1
rec-0931-org,Józefina,Szczepańska,62-710,Piła,514538109,7909 5072 1619 2367,52344.86,14
rec-0932-org,Leonia,Duda,60-729,Gniezno,663225174,2362 3040 4746 0230,87773.44,27
rec-0933-dup-0,Walendyna,Cieś|ak,61-055,Konin,508900346,8616 702 1626 6251,48987.29,32
rec-0933-dup-1,Walendyna,Cieślak,61-064,Konmin,,861 7072 1626 6251,48987.29,22
rec-0933-org,Walentyna,Cieślak,61-054,Konin,508900346,8616 7072 1626 6251,48987.29,22
rec-0934-org,Julita,Tomaszewska,61-643,Poznań,452009536,6785 2221 1149 9360,43177.73,36
rec-0935-org,Fryderyka,Górska,60-351,Poznań,699500173,2238 5465 9226 0202,46556.57,3
rec-0936-org,Karina,Kaczmarska,60-257,Poznań,787221138,6237 9280 0676 8345,26133.16,47
rec-0937-dup-0,Otolya,Czarnęcka,62-631,Gniesno,884546171,9331 2740 89265 1121,40748.99,47
rec-0937-org,Otolia,Czarnecka,62-641,Gniezno,884546171,9331 2740 8965 1121,40748.99,47
rec-0938-org,Lucja,Marciniak,61-152,Kalisz,572252160,2361 5609 2967 3518,41396.47,91
rec-0939-org,Izabella,Pawlak,61-579,Konin,577726903,2993 6893 5786 5175,77397.21,9
rec-0940-dup-0,Ita,Sz8lc,60-363,Kalisz,,8849 5747 1835 66264,,4
rec-0940-org,Ida,Szulc,60-363,Kalisz,798024559,8849 5747 1835 6264,18175.49,4
rec-0941-org,Izabella,Czerwińska,61-383,Leszno,731268649,8780 6777 4183 7848,50811.97,56
rec-0942-org,Walentyna,Domańska,61-493,Konin,458844740,8376 3781 7182 9134,27359.34,98
rec-0943-dup-0,Dorota,Jakuboska,61-433,Poanań,,9961 20095 3234 5342,39608.16,98
rec-0943-dup-1,Doroda,Jakubowzka,61-e33,Poznań,,9961 2095 3234 5342,39608.16,89
rec-0943-org,Dorota,Jakubowska,61-333,Poznań,570069836,9961 2095 3234 5342,39608.16,98
rec-0944-dup-0,Gabrvela,Sdępieńska,63-340,Posnań,722139865,4495 7073 30729 2426,5392.97,71
rec-0944-dup-1,Gapryela,Stępidńska,63-330,,,4495 7073 3072 2426,,71
rec-0944-dup-2,Gabrieela,Stępieńscka,missing,Poznań,722139865,4495 073 3072 2426,5392.97,711
rec-0944-org,Gabryela,Stępieńska,63-330,Poznań,722139865,4495 7073 3072 2426,5392.97,71
rec-0945-org,Elwira,Michalska,61-608,Kalisz,455503300,0338 0298 8988 8504,89272.70,38
rec-0946-dup-0,Rida,Góreccka,61-1y2,Stsamotuły,,1988 4131 1952 6656,69531.94,80
rec-0946-dup-1,Rida,Góreka,61-162,Szamoduły,730088991,1988 4131 19522 6656,,80
rec-0946-dup-2,Rida,Górexka,61-162,Szajotuły,,1988 4131 19525 6656,69531.94,80
rec-0946-org,Rita,Górecka,61-162,Szamotuły,730088991,1988 4131 1952 6656,69531.94,80
rec-0947-dup-0,Amelia,Górdcka,missing,Piła,,0733 636 0146 8877,37741.42,8
rec-0947-dup-1,Amelya,Górecka,60-184,Puła,,0733 63610146 8877,37741.42,50
rec-0947-dup-2,Amelya,Górekka,60-184,Piła,,0733 631 0146 8877,,80
rec-0947-org,Amelia,Górecka,60-184,Piła,517379897,0733 6361 0146 8877,37741.42,80
rec-0948-org,Teofila,Rutkowska,61-880,Gniezno,576300099,8439 4544 3591 4081,34174.48,43
rec-0949-org,Monika,Sokołowska,60-598,Konin,601985458,2319 9394 5064 2459,35589.91,97
rec-0950-dup-0,Izabella,Szulc,69-121,Lejzno,,5270 6146 9417 9 949,,60
rec-0950-dup-1,Isabella,Szulk,60-121,Leszho,,5270 6146 9417 9949,36942.28,6
rec-0950-org,Izabella,Szulc,60-121,Leszno,535346607,5270 6146 9417 9949,36942.28,60
rec-0951-org,Wilhelmina,Witkowska,64-426,Konin,500824028,1501 8307 2494 2258,51134.14,65
rec-0952-dup-0,Motesta,Li5,61-070,Gnieznl,510858174,5321 2228 761 3726,,79
rec-0952-org,Modesta,Lis,61-070,Gniezno,510858174,5321 2228 7661 3726,46389.63,79
rec-0953-dup-0,Łucja,Brshezińska,77-430,Gniesno,,9039 5440 157 8995,47001.39,21
rec-0953-dup-1,ucja,Brzez9ńska,77-440,Gnizno,454129182,9039 5440 1757 8995,47001.39,612
rec-0953-dup-2,Łucza,Brzez'lńska,77-e30,Gnirzno,454129182,9039 5440 1757 8995,47001.39,132
rec-0953-org,Łucja,Brzezińska,77-430,Gniezno,454129182,9039 5440 1757 8995,47001.39,12
rec-0954-dup-0,Csesława,Kacmarek,61-834,Gniesno,,9857 2833 390 0908,46678.46,26
rec-0954-org,Czesława,Kaczmarek,61-834,Gniezno,730461007,9857 2833 3590 0908,46678.46,26
rec-0955-org,Gizela,Michalak,60-309,Piła,517101232,9303 7000 1125 5749,46707.02,9
rec-0956-dup-0,Jolanda,Urpaniak,63-911,Poznań,,0413 1755 14344 5455,33621.99,24
rec-0956-dup-1,Jolanta,Urbanyak,63-o11,Posnań,572276346,0413 1755 1444 455,,24
rec-0956-org,Jolanta,Urbaniak,63-011,Poznań,572276346,0413 1755 1444 5455,33621.99,24
rec-0957-org,Izabella,Sadowska,60-412,Kalisz,692435861,8048 6715 8762 2771,43043.90,16
rec-0958-org,Izabella,Młynarczyk,61-694,Kalisz,667086665,6557 2501 2131 4523,71662.37,98
rec-0959-org,Leontyna,Duda,61-639,Gniezno,691290350,0599 6764 1784 8361,41197.98,30
rec-0960-org,Agnieszka,Lewandowska,61-116,Kalisz,796682121,5510 7092 4142 9906,42332.09,74
rec-0961-org,Feliksa,Kucharska,61-054,Gniezno,784411197,3205 8958 9019 1316,48747.92,53
rec-0962-org,Ewa,Głowacka,60-501,Kalisz,535948821,8655 8468 4543 9613,25683.08,80
rec-0963-org,Katarzyna,Sobczak,60-848,Konin,500212543,4571 1348 3056 4050,28129.34,86
rec-0964-dup-0,Augujtyna,Kucharzka,61-675,Piłs,660372186,0867 0958 3320 24674,,6
rec-0964-org,Augustyna,Kucharska,61-675,Piła,660372186,0867 0958 3320 2674,57624.04,6
rec-0965-dup-0,Lutwina,Górwcka,60-6r2,Konib,,1914 3944 1753 8133,55769.88,75
rec-0965-dup-1,Ludwina,Górekka,60-6e2,Konij,,1914 3944 1753 8133,55769.88,5
rec-0965-dup-2,Lutwina,Górekka,60-6r2,Konib,501400347,1914 3944 1753 8133,55769.88,7
rec-0965-org,Ludwina,Górecka,60-642,Konin,501400347,1914 3944 1753 8133,55769.88,75
rec-0966-dup-0,Lila,Zawatzka,60-564,Posnań,881625908,4234 16159533 4668,,85
rec-0966-org,Lila,Zawadzka,60-554,Poznań,881625908,4234 1615 9533 4668,76163.28,85
rec-0967-dup-0,Natalya,Bąck,61-68o,Poznwń,,8686 2714 1956 0371,25730.01,47
rec-0967-org,Natalia,Bąk,61-689,Poznań,781137535,8686 2714 1956 0371,25730.01,47
rec-0968-org,Kunegunda,Zając,61-575,Poznań,692790371,6808 1734 6992 0451,51862.46,55
rec-0969-org,Teodozja,Jabłońska,64-603,Gniezno,789964771,8774 3244 7949 5552,52289.71,84
rec-0970-dup-0,Bronisłaa,Bąck,63-004,Poznsń,,0242 2781 42009 4804,61689.58,19
rec-0970-dup-1,Bronijława,Bąck,63-004,Poznsń,720855780,0242 2 781 4209 4804,,19
rec-0970-org,Bronisława,Bąk,63-004,Poznań,720855780,0242 2781 4209 4804,61689.58,19
rec-0971-dup-0,Madylda,Ciślicka,62-030,Szamtuły,,7470 425 6528 7736,82484.38,2
rec-0971-dup-1,Matlda,Cieśliccka,62-030,Szamotiły,,7470 4253 68528 7736,82484.38,2
rec-0971-org,Matylda,Cieślicka,62-030,Szamotuły,669069685,7470 4253 6528 7736,82484.38,2
rec-0972-dup-0,Klara,Witkoska,60-t05,Szamotuł6,539521501,6662 486 2379 6364,,7
rec-0972-dup-1,lara,Witkowxka,60-r05,Szajotuły,,6662 4886 2379 6364,49318.98,7
rec-0972-dup-2,Klsra,Witkovskiea,60-505,Szmamotuły,539521501,6662 4886 2379 63674,,7
rec-0972-org,Klara,Witkowska,60-505,Szamotuły,539521501,6662 4886 2379 6364,49318.98,7
rec-0973-dup-0,Narsiza,Sockołowska,64-i17,Piła,,3640 946 2244 4728,42390.12,54
rec-0973-org,Narcyza,Sokołowska,64-917,Piła,884243198,3640 9469 2244 4728,42390.12,54
rec-0974-dup-0,Julia,Górstka,60-408,Kinin,,2415 1654 6035 1168,,8
rec-0974-org,Julia,Górska,60-408,Konin,796910530,2415 1654 6035 1168,81892.89,38
rec-0975-dup-0,Tanara,Ctserwińska,64-w32,Posnań,663395348,1487 1532 0052 53839,74403.01,2
rec-0975-dup-1,Tamara,Cserwińska,64-232,Poznań,,1487 1532 0052 55339,,28
rec-0975-dup-2,Tamara,Czerwińjka,64-231,Poanań,663395348,1487 1532 00552 5339,,2
rec-0975-org,Tamara,Czerwińska,64-232,Poznań,663395348,1487 1532 0052 5339,74403.01,2
rec-0976-org,Aldona,Wawrzyniak,60-566,Poznań,505738551,2242 8946 1252 7358,43511.61,91
rec-0977-dup-0,Sy|wia,Król,61-761,,,0748 9807 7568 2635,,023
rec-0977-dup-1,Sylwya,Krol,61-76q,Gniezhno,,0748 9807 7568 2635,45271.96,23
rec-0977-dup-2,Sylwya,Król,61-762,Gniesno,,0748 9807 7568 26357,45271.96,23
rec-0977-org,Sylwia,Król,61-761,Gniezno,698155426,0748 9807 7568 2635,45271.96,23
rec-0978-dup-0,Słaomira,Li5,61-642,Lestzno,884677205,1060 7235 41668 0448,,46
rec-0978-dup-1,Sławomkra,List,61-643,Leszno,,1060 723 1668 0448,19882.94,46
rec-0978-dup-2,Słaomira,Los,61-542,Lesxno,884677205,1060 7235 1668 04428,19882.94,46
rec-0978-org,Sławomira,Lis,61-642,Leszno,884677205,1060 7235 1668 0448,19882.94,46
rec-0979-org,Pelagia,Malinowska,60-214,Szamotuły,887837031,7974 5211 5029 3740,42469.06,53
rec-0980-dup-0,Henrxyka,Nowakowska,61-227,Poznań,,5445 4253 64263 8653,,20
rec-0980-org,Henryka,Nowakowska,61-227,Poznań,797260292,5445 4253 6463 8653,27975.32,40
rec-0981-dup-0,Dionisa,Jaworska,61-543,Kalis,,6181 339 2357 7836,92032.20,97
rec-0981-org,Dioniza,Jaworska,61-543,Kalisz,457664207,6181 3390 2357 7836,92032.20,95
rec-0982-org,Ilona,Młynarczyk,60-118,Ostrów Wielkopolski,667625923,8668 7066 8257 7786,40218.12,61
rec-0983-dup-0,Fryteryka,Nowakowzka,60-474,Piła,,42563 0099 5683 0417,88432.37,96
rec-0983-dup-1,Fryderycka,Nowakowstka,60-474,Piłw,,4256 0099 56883 0417,88432.37,69
rec-0983-org,Fryderyka,Nowakowska,60-474,Piła,669320553,4256 0099 5683 0417,88432.37,69
rec-0984-dup-0,Lucja,Duca,61-615,Gnizno,661597640,51590 3144 5271 6742,66251.96,54
rec-0984-dup-1,Lucja,Duta,61-62r,Gnirzno,,510 3144 5271 6742,66251.96,45
rec-0984-org,Lucja,Duda,61-625,Gniezno,661597640,5150 3144 5271 6742,66251.96,45
rec-0985-org,Balbina,Czajka,60-571,Poznań,604261903,8634 4255 2412 2965,12664.65,48
rec-0986-org,Wincenta,Przybylska,60-366,Gniezno,501175769,1978 8058 1747 6930,61381.57,16
rec-0987-org,Eliza,Zając,60-205,Poznań,578698305,2880 1697 6961 9480,64983.47,1
rec-0988-org,Benigna,Kalinowska,60-834,Kalisz,796980142,6513 4402 8118 1269,62084.33,6
rec-0989-org,Wirginia,Bąk,61-446,Gniezno,531637050,0540 4772 9557 3249,44501.10,21
rec-0990-dup-0,Berta,Bąck,missing,Gniezno,,3960 9097 00888847,,22
rec-0990-dup-1,Beahta,Bak,62-57o,Gnizno,,3960 9097 0088 8847,58336.12,22
rec-0990-org,Berta,Bąk,62-570,Gniezno,531729476,3960 9097 0088 8847,58336.12,22
rec-0991-dup-0,Helema,Pawlika,61-308,Poznań,,9908 3685 285 7570,51537.72,70
rec-0991-org,Helena,Pawlicka,61-208,Poznań,609985193,9908 3685 2085 7570,51537.72,70
rec-0992-org,Eliza,Szulc,63-510,Kalisz,535049602,7053 6878 7415 6474,70349.79,65
rec-0993-org,Patrycja,Sadowska,60-801,Kalisz,603974995,0384 7417 0010 8285,37847.01,86
rec-0994-dup-0,Erneztyna,Młynarchyk,60-u53,Kalisz,,9749 0762 719 3051,30665.05,77
rec-0994-dup-1,Ernesdyna,Młynarcsyk,6p-853,Kalidz,,9749 0762 2719 3051,30665.05,77
rec-0994-org,Ernestyna,Młynarczyk,60-853,Kalisz,452080192,9749 0762 2719 3051,30665.05,77
rec-0995-dup-0,Ksawera,Czaika,60-227,Kal9sz,,4009 5858 1102 0668,,16
rec-0995-org,Ksawera,Czajka,60-227,Kalisz,515333202,4009 5858 1102 0668,37601.68,15
rec-0996-dup-0,Arleta,Lewandowscka,61-744,Konin,509354503,6633 9518 8263 084,15922.15,89
rec-0996-dup-1,Arledta,Lewwndowska,missing,Konin,,6633 9518 82633 9084,15922.15,81
rec-0996-org,Arletta,Lewandowska,61-743,Konin,509354503,6633 9518 8263 9084,15922.15,81
rec-0997-org,Filomena,Maciejewska,61-756,Piła,532436296,2167 0119 8805 0437,68329.89,35
rec-0998-dup-0,Magtalena,Wojciechovskiea,62-410,Leszno,,5462 980 6436 5130,59951.58,94
rec-0998-dup-1,Magtalena,Wojciechowstka,62-r10,Leszno,,5462 9805 646 5130,59951.58,91
rec-0998-dup-2,Magtalena,Wojsiechowska,62-410,Lesznp,,5462 19805 6436 5130,59951.58,91
rec-0998-org,Magdalena,Wojciechowska,62-410,Leszno,884412907,5462 9805 6436 5130,59951.58,91
rec-0999-dup-0,Amelia,Szulk,missing,P9ła,696317749,6090 4553 2623 10795,40159.69,19
rec-0999-org,Amelia,Szulc,64-330,Piła,696317749,6090 4553 2623 1075,40159.69,91
rec-1000-org,Wacława,Wasilewska,61-747,Gniezno,537591922,6481 7313 1246 3754,34217.81,10
rec-1001-org,Gizela,Kaczmarska,61-022,Konin,695286461,2325 0417 6976 1974,52897.67,45
rec-1002-dup-0,Jakoda,Urbańsma,60-75y,Lestzno,570321153,5438 53811 0163 5207,6362.35,9
rec-1002-dup-1,Jagota,Urbańzka,60-757,Lezzno,570321153,54389 5811 0163 5207,6362.35,
rec-1002-dup-2,Jagocla,Urbańscka,60-758,Lejzno,570321153,5438 5811 01963 5207,6362.35,9
rec-1002-org,Jagoda,Urbańska,60-757,Leszno,570321153,5438 5811 0163 5207,6362.35,9
rec-1003-dup-0,Amelya,Kołodzieiska,60-849,Konih,573087797,2289 4276 76358 9920,33340.28,597
rec-1003-dup-1,Amelya,Kołotziejska,60-849,Konin,,2289 4276 7638 992,33340.28,997
rec-1003-dup-2,Amelya,Kołodziezska,60-859,Koninq,,2289 4276 7638 9920,33340.28,97
rec-1003-org,Amelia,Kołodziejska,60-849,Konin,573087797,2289 4276 7638 9920,33340.28,97
rec-1004-org,Edwarda,Kołodziejska,60-756,Poznań,723458192,0122 4957 8893 7916,43570.35,49
rec-1005-org,Feliksa,Baranowska,64-731,Piła,882998651,5865 0937 2719 5576,52072.73,47
rec-1006-org,Serafina,Król,61-827,Piła,608588382,5254 7164 7829 2212,6760.06,40
rec-1007-dup-0,Elżbieda,Pietrzack,61-917,Leszno,,1314 9595 64202766,9860.17,56
rec-1007-dup-1,Elżbieta,Pietczak,61-o17,Leszni,,1314 9595 56420 2766,9860.17,56
rec-1007-dup-2,Elżboeta,Pietrzak,61-0q7,Leszno,,1314 95915 6420 2766,9860.17,576
rec-1007-org,Elżbieta,Pietrzak,61-017,Leszno,789254355,1314 9595 6420 2766,9860.17,56
rec-1008-dup-0,Izahella,Koalska,61-8w5,Posnań,884728639,4128 29594 0209 1486,36460.83,85
rec-1008-org,Izabella,Kowalska,61-835,Poznań,884728639,4128 2954 0209 1486,36460.83,85
rec-1009-dup-0,Lupomira,Czerwiństka,64-9w0,Gniezno,,2790 7265 0652 202,13390.25,41
rec-1009-dup-1,Lubomirv,Czerwińska,64-92p,Gniejno,,2790 7265 052 2202,13390.25,41
rec-1009-dup-2,Lupomira,Ctserwińska,64-o20,Gnizno,732900966,2790 7265 0652 2202,13390.25,4
rec-1009-org,Lubomira,Czerwińska,64-920,Gniezno,732900966,2790 7265 0652 2202,13390.25,41
rec-1010-org,Amalia,Andrzejewska,60-538,Kalisz,694003910,1383 9420 3599 4025,23041.93,37
rec-1011-dup-0,Lilyanna,Zająk,62-510,Poznsń,501936006,0349 86660 2353 7560,23540.37,94
rec-1011-dup-1,Liliana,Zajonc,62-5q0,Poznań,501936006,0349 8666 353 7560,23540.37,94
rec-1011-org,Lilianna,Zając,62-510,Poznań,501936006,0349 8666 2353 7560,23540.37,49
rec-1012-org,Julita,Czarnecka,62-872,Kalisz,457626438,5800 0170 0242 9379,48414.60,33
rec-1013-org,Ludwika,Młynarczyk,61-529,Poznań,782313361,0204 4244 4639 1527,62098.41,96
rec-1014-dup-0,Renada,Bąck,6q-158,,,6885 0519 6914 3415,54368.86,79
rec-1014-dup-1,Renada,Bą1<,61-1r8,Gniezno,,6885 0519 6914 3415,54368.86,74
rec-1014-org,Renata,Bąk,61-158,Gniezno,692776857,6885 0519 6914 3415,54368.86,79
rec-1015-org,Beata,Pawłowska,60-770,Poznań,881755188,7232 0324 1418 8101,52679.62,62
rec-1016-org,Apolonia,Brzezińska,60-233,Poznań,578374441,8130 2757 3589 4402,97275.35,35
rec-1017-dup-0,Zbigniewa,Zielkńska,61-4i2,Szamotuły,699025485,3693 620 2242 6849,,58
rec-1017-dup-1,Zbigniesa,Zielińska,61-4o2,Ssamotuły,,3693 6202 222 6849,26829.55,56
rec-1017-org,Zbigniewa,Zielińska,61-492,Szamotuły,699025485,3693 6202 2242 6849,26829.55,56
rec-1018-dup-0,Elż1>ieta,Andrsejewska,62-56e,Poznań,459538557,4390 28581498 6404,8543.19,738
rec-1018-org,Elżbieta,Andrzejewska,62-563,Poznań,459538557,4390 2858 1498 6404,8543.19,73
rec-1019-dup-0,Bibiana,Wasilewslca,62-920,Poznań,,4993 808 6727 1538,15239.68,29
rec-1019-org,Bibianna,Wasilewska,62-820,Poznań,733781460,4993 8008 6727 1538,15239.68,29
rec-1020-org,Wielisława,Bąk,61-381,Piła,690661875,6810 4201 6785 7658,6366.18,13
rec-1021-org,Bogumiła,Jasińska,61-688,Kalisz,791858990,0980 2444 7419 7789,31230.61,92
rec-1022-dup-0,Bożena,Laskovskiea,60-516,Gniesno,,3734 40653 7278 4375,54190.85,19
rec-1022-dup-1,Bożeba,Lasklwska,60-526,Gnieznp,,3734 4063 7278 4375,54190.85,91
rec-1022-dup-2,Bożena,Lasckowska,missing,,573566050,3734 4063 728 4375,54190.85,9
rec-1022-org,Bożena,Laskowska,60-516,Gniezno,573566050,3734 4063 7278 4375,54190.85,91
rec-1023-org,Alojza,Bąk,62-230,Konin,783067182,2999 3005 6892 6723,48013.70,89
rec-1024-dup-0,Isabella,Brzezińsia,missing,Gniesno,888788653,8232 5399 9795 0765,,39
rec-1024-org,Izabella,Brzezińska,64-310,Gniezno,888788653,8232 5399 9795 0765,70186.08,39
rec-1025-dup-0,Itsabella,Andrzejew5ka,61-r83,Poznań,798987605,5287 359 4960 9356,,14
rec-1025-dup-1,Isabella,Andrzezewska,61-583,Posnań,,5287 0359  4960 9356,86882.76,14
